"","month","shanghai_pm10","seoul_pm10"
"1",1,55.7777777777778,49.5185185185185
"2",2,62.448275862069,48.5862068965517
"3",3,60.6451612903226,65
"4",4,59.6153846153846,61.3076923076923
"5",5,55.4,56.1
"6",6,45.5666666666667,47.9333333333333
"7",7,48.3870967741936,36.5161290322581
"8",8,31.4516129032258,39.6774193548387
"9",9,39.2333333333333,42.0666666666667
"10",10,32.3225806451613,40.4516129032258
"11",11,47.8666666666667,54.7666666666667
"12",12,53.6,49.6
