"","month","shanghai_pm10","seoul_pm10"
"1",1,48.4516129032258,44.4193548387097
"2",2,33.6206896551724,41.9655172413793
"3",3,37.7096774193548,47.5806451612903
"4",4,47.1379310344828,46.2758620689655
