"","month","shanghai_pm10","seoul_pm10"
"1",1,47.2413793103448,52.6206896551724
"2",2,48.6785714285714,55.3214285714286
"3",3,44.8333333333333,51.1666666666667
"4",4,57.3928571428571,52.5714285714286
