"","month","shanghai_pm10","seoul_pm10"
"1",1,56.0769230769231,53.5769230769231
"2",2,42.8333333333333,45.0833333333333
"3",3,56.3928571428571,57.4285714285714
"4",4,54.7241379310345,54.9655172413793
