"","month","shanghai_pm10","seoul_pm10"
"1",1,51.448275862069,58.0689655172414
"2",2,47.1785714285714,57.8214285714286
"3",3,54.3214285714286,54.2857142857143
"4",4,49.1,44.6666666666667
