date,china_average,seoul_average
2016-05-20,71.5,43
2016-05-21,76.77777778,59
2016-05-22,95.77777778,72
2016-05-23,84.88888889,37
2016-05-24,85.11111111,82
2016-05-25,84.83333333,94
2016-05-26,111.6666667,84
2016-05-27,74.16666667,78
2016-05-28,82.16666667,80
2016-05-29,103.6111111,84
2016-05-03,87.61111111,55
2016-05-30,98.94444444,81
2016-05-31,67.66666667,47
2016-05-04,90.77777778,61
2016-05-05,251.0555556,47
2016-05-06,138.7777778,99
2016-05-07,93.77777778,60
2016-05-08,73.66666667,64
2016-05-09,86.38888889,36
2016-06-01,75.27777778,38
2016-06-10,87.61111111,55
2016-06-11,71.94444444,32
2016-06-12,86.22222222,65
2016-06-13,56,58
2016-06-14,57.05555556,41
2016-06-15,77.88888889,32
2016-06-16,77.83333333,58
2016-06-17,77.33333333,68
2016-06-18,81.44444444,46
2016-06-19,79.27777778,54
2016-06-02,80.05555556,51
2016-06-20,75.83333333,61
2016-06-21,65.83333333,69
2016-06-22,62.83333333,41
2016-06-23,53.22222222,48
2016-06-24,68.61111111,34
2016-06-25,84.77777778,36
2016-06-26,78.55555556,38
2016-06-27,58.83333333,64
2016-06-28,67.83333333,42
2016-06-29,79.66666667,31
2016-06-03,67.61111111,58
2016-06-30,51.05555556,26
2016-06-04,67.11111111,55
2016-06-05,76.72222222,27
2016-06-06,83.38888889,43
2016-06-07,87.77777778,44
2016-06-08,97.88888889,58
2016-06-09,79.38888889,65
2016-07-01,78.61111111,14
2016-07-10,63.27777778,55
2016-07-11,64.55555556,41
2016-07-12,65.88888889,31
2016-07-13,69.94444444,31
2016-07-14,52.61111111,20
2016-07-15,67.44444444,11
2016-07-16,94.05555556,15
2016-07-17,104.5,30
2016-07-18,76.33333333,40
2016-07-19,47,40
2016-07-02,85.22222222,43
2016-07-20,53.72222222,35
2016-07-21,62.11111111,40
2016-07-22,66.94444444,48
2016-07-23,72.05555556,41
2016-07-24,69.27777778,49
2016-07-25,66.05555556,38
2016-07-26,75.77777778,38
2016-07-27,78.22222222,56
2016-07-28,84.05555556,47
2016-07-29,91.16666667,48
2016-07-03,76.94444444,28
2016-07-30,69.72222222,43
2016-07-31,61.83333333,35
2016-07-04,80.5,13
2016-07-05,85.83333333,18
2016-07-06,72.22222222,40
2016-07-07,59.05555556,60
2016-07-08,58.55555556,45
2016-07-09,72.44444444,39
2016-08-01,63.94444444,29
2016-08-10,62,37
2016-08-11,63.16666667,50
2016-08-12,71.5,39
2016-08-13,75.77777778,41
2016-08-14,67.72222222,44
2016-08-15,59.44444444,56
2016-08-16,77.16666667,50
2016-08-17,71.72222222,60
2016-08-18,65.88888889,68
2016-08-19,51.44444444,40
2016-08-02,64.88888889,31
2016-08-20,57.55555556,33
2016-08-21,69.77777778,35
2016-08-22,74.66666667,38
2016-08-23,80.33333333,43
2016-08-24,60.11111111,35
2016-08-25,44.94444444,16
2016-08-26,62.83333333,15
2016-08-27,69.61111111,13
2016-08-28,72.66666667,18
2016-08-29,73.61111111,36
2016-08-03,64.66666667,34
2016-08-30,83.72222222,21
2016-08-31,81.38888889,63
2016-08-04,62.55555556,43
2016-08-05,63.11111111,62
2016-08-06,52.72222222,41
2016-08-07,49.27777778,47
2016-08-08,60.38888889,33
2016-08-09,59.66666667,59
2016-09-01,80.66666667,42
2016-09-10,82.5,47
2016-09-11,73.88888889,34
2016-09-12,92,20
2016-09-13,98.16666667,37
2016-09-14,102.5555556,47
2016-09-15,78.55555556,58
2016-09-16,79.5,35
2016-09-17,60.27777778,27
2016-09-18,53.83333333,15
2016-09-19,66.44444444,19
2016-09-02,93.33333333,26
2016-09-20,89,38
2016-09-21,92.44444444,45
2016-09-22,86.38888889,56
2016-09-23,92.16666667,66
2016-09-24,98.55555556,56
2016-09-25,74.88888889,51
2016-09-26,68.22222222,42
2016-09-27,49.44444444,39
2016-09-28,65.44444444,17
2016-09-29,99.55555556,34
2016-09-03,113.5,27
2016-09-30,88.83333333,53
2016-09-04,116.5555556,35
2016-09-05,111.3333333,63
2016-09-06,69.77777778,78
2016-09-07,84.77777778,57
2016-09-08,101.8333333,50
2016-09-09,83.55555556,48
2017-01-01,225.8888889,94
2017-01-10,127.2222222,27
2017-01-11,207.5,33
2017-01-12,136.6111111,30
2017-01-13,79.77777778,49
2017-01-14,73.66666667,29
2017-01-15,104.8888889,50
2017-01-16,136.5555556,68
2017-01-17,182.3888889,85
2017-01-18,200.1111111,89
2017-01-19,62.44444444,61
2017-01-02,218.1666667,75
2017-01-20,85.38888889,54
2017-01-21,73.44444444,73
2017-01-22,87.5,53
2017-01-23,108.5,40
2017-01-24,127.3888889,53
2017-01-25,144.7222222,65
2017-01-26,100.5,94
2017-01-27,103.6111111,36
2017-01-28,81.72222222,31
2017-01-29,50.33333333,50
2017-01-03,234.4444444,57
2017-01-30,64.33333333,31
2017-01-31,76.94444444,40
2017-01-04,186.7777778,40
2017-01-05,149.2222222,21
2017-01-06,113.5,57
2017-01-07,94.77777778,34
2017-01-08,119.0555556,62
2017-01-09,122.2222222,35
2017-10-01,52.27777778,20
2017-10-10,39.77777778,13
2017-10-11,54,24
2017-10-12,82.05555556,31
2017-10-13,101.0555556,24
2017-10-14,86.61111111,24
2017-10-15,95.77777778,34
2017-10-16,85.88888889,43
2017-10-17,69.27777778,29
2017-10-18,93,19
2017-10-19,108.8888889,36
2017-10-02,44.66666667,42
2017-10-20,109.8333333,44
2017-10-21,86.33333333,28
2017-10-22,61.33333333,26
2017-10-23,70.38888889,37
2017-10-24,95.77777778,46
2017-10-25,102.6666667,57
2017-10-26,122.3333333,66
2017-10-27,129,53
2017-10-28,73,70
2017-10-29,77.66666667,41
2017-10-03,54.27777778,26
2017-10-30,92.11111111,38
2017-10-31,114.1666667,46
2017-10-04,61.44444444,16
2017-10-05,65.55555556,13
2017-10-06,77,10
2017-10-07,80.05555556,20
2017-10-08,57.94444444,29
2017-10-09,29.16666667,33
2017-11-01,132.5,55
2017-11-10,62.5,69
2017-11-11,85.55555556,34
2017-11-12,102.1111111,47
2017-11-13,74.55555556,52
2017-11-14,81.66666667,27
2017-11-15,87.61111111,26
2017-11-16,104,47
2017-11-17,49.05555556,43
2017-11-18,88.5,27
2017-11-19,101.2222222,42
2017-11-02,78.66666667,45
2017-11-20,113.8888889,56
2017-11-21,95.38888889,59
2017-11-22,76.94444444,22
2017-11-23,74.44444444,22
2017-11-24,119.3333333,27
2017-11-25,104.8888889,40
2017-11-26,85.83333333,51
2017-11-27,111.6111111,72
2017-11-28,83.05555556,65
2017-11-29,75,26
2017-11-03,61.16666667,58
2017-11-30,99.5,26
2017-11-04,76.38888889,46
2017-11-05,86.38888889,39
2017-11-06,128.5555556,49
2017-11-07,127.3333333,67
2017-11-08,83.5,57
2017-11-09,87.72222222,53
2017-12-01,119.0555556,45
2017-12-10,78.83333333,48
2017-12-11,57.27777778,39
2017-12-12,74.61111111,41
2017-12-13,86.83333333,58
2017-12-14,112.9444444,77
2017-12-15,80.33333333,46
2017-12-16,78.22222222,43
2017-12-17,95.88888889,58
2017-12-18,80,50
2017-12-19,100.0555556,45
2017-12-02,149.5,55
2017-12-20,99.27777778,54
2017-12-21,113.9444444,61
2017-12-22,135.1666667,96
2017-12-23,111.9444444,68
2017-12-24,85.66666667,33
2017-12-25,104.2222222,31
2017-12-26,104.0555556,31
2017-12-27,117.6111111,46
2017-12-28,187.8333333,84
2017-12-29,201.2777778,104
2017-12-03,67.83333333,46
2017-12-30,154.8333333,62
2017-12-31,160.1111111,52
2017-12-04,79.83333333,26
2017-12-05,120.8333333,35
2017-12-06,114.7777778,47
2017-12-07,73.05555556,36
2017-12-08,101.5,46
2017-12-09,100.7777778,42
2017-02-01,91.94444444,35
2017-02-10,122.8888889,33
2017-02-11,152.4444444,34
2017-02-12,145.2222222,48
2017-02-13,166.4444444,58
2017-02-14,140.5,63
2017-02-15,147.1666667,71
2017-02-16,65.94444444,49
2017-02-17,97,35
2017-02-18,132.2777778,50
2017-02-19,100.5555556,48
2017-02-02,112.8888889,69
2017-02-20,61.77777778,49
2017-02-21,78.94444444,44
2017-02-22,85.11111111,40
2017-02-23,94.33333333,31
2017-02-24,112.8888889,51
2017-02-25,90.88888889,51
2017-02-26,104,43
2017-02-27,110.2777778,47
2017-02-28,118.4444444,63
2017-02-03,121.2222222,86
2017-02-04,141,67
2017-02-05,87.05555556,49
2017-02-06,66.11111111,45
2017-02-07,76.61111111,59
2017-02-08,70.94444444,55
2017-02-09,69.27777778,36
2017-03-01,79,37
2017-03-10,130.0555556,61
2017-03-11,121.6111111,84
2017-03-12,74.55555556,66
2017-03-13,86.83333333,56
2017-03-14,93.27777778,45
2017-03-15,89.44444444,65
2017-03-16,99.77777778,73
2017-03-17,108.9444444,73
2017-03-18,110.2222222,72
2017-03-19,94.16666667,86
2017-03-02,97.72222222,46
2017-03-20,85.61111111,89
2017-03-21,84.77777778,57
2017-03-22,79.38888889,71
2017-03-23,82.44444444,61
2017-03-24,78.83333333,68
2017-03-25,78.83333333,65
2017-03-26,79.33333333,72
2017-03-27,72.83333333,80
2017-03-28,83.72222222,61
2017-03-29,102.3333333,67
2017-03-03,149.1666667,58
2017-03-30,81.27777778,55
2017-03-31,95.72222222,23
2017-03-04,132.6666667,68
2017-03-05,88.61111111,40
2017-03-06,64.11111111,37
2017-03-07,76.05555556,48
2017-03-08,91.66666667,53
2017-03-09,109,50
2017-04-01,104.8888889,45
2017-04-10,84.11111111,54
2017-04-11,117.5555556,67
2017-04-12,98.11111111,70
2017-04-13,80.77777778,61
2017-04-14,108.6666667,69
2017-04-15,116,64
2017-04-16,115.8333333,52
2017-04-17,111.5,42
2017-04-18,96.66666667,76
2017-04-19,78.27777778,82
2017-04-02,111.9444444,75
2017-04-20,84.61111111,67
2017-04-21,92.05555556,65
2017-04-22,85.27777778,56
2017-04-23,94.27777778,46
2017-04-24,97.22222222,61
2017-04-25,75.11111111,51
2017-04-26,79.16666667,48
2017-04-27,87.55555556,66
2017-04-28,107.5555556,64
2017-04-29,124.3888889,84
2017-04-03,94.05555556,73
2017-04-30,128.8888889,84
2017-04-04,73.38888889,57
2017-04-05,100,25
2017-04-06,121.1666667,44
2017-04-07,125,64
2017-04-08,72.72222222,44
2017-04-09,78.72222222,29
2017-05-01,104.7222222,92
2017-05-10,124.8333333,68
2017-05-11,208.6666667,72
2017-05-12,131.2222222,56
2017-05-13,101.2777778,62
2017-05-14,101,49
2017-05-15,82.05555556,40
2017-05-16,95.94444444,41
2017-05-17,89.38888889,50
2017-05-18,93.5,53
2017-05-19,86.5,42
2017-05-02,71.05555556,70
2017-05-20,85.27777778,32
2017-05-21,96.77777778,47
2017-05-22,51.27777778,39
2017-05-23,70.55555556,30
2017-05-24,93.94444444,42
2017-05-25,79.61111111,26
2017-05-26,91.5,37
2017-05-27,95.27777778,45
2017-05-28,93.44444444,68
2017-05-29,111.8888889,55
2017-05-03,181.9444444,66
2017-05-30,92.44444444,41
2017-05-31,112.3888889,40
2017-05-04,415,53
2017-05-05,279.1666667,146
2017-05-06,229.7777778,86
2017-05-07,144.1666667,129
2017-05-08,75.5,108
2017-05-09,94.16666667,45
2017-06-01,100.8333333,32
2017-06-10,82.94444444,31
2017-06-11,80.44444444,34
2017-06-12,78.27777778,41
2017-06-13,89.94444444,50
2017-06-14,111.2222222,57
2017-06-15,107.2777778,70
2017-06-16,95.22222222,56
2017-06-17,79.05555556,47
2017-06-18,70.11111111,58
2017-06-19,77.38888889,56
2017-06-02,68.61111111,32
2017-06-20,78,63
2017-06-21,72.55555556,45
2017-06-22,64.05555556,53
2017-06-23,53.94444444,47
2017-06-24,57.94444444,39
2017-06-25,74.94444444,30
2017-06-26,80.77777778,33
2017-06-27,94.27777778,53
2017-06-28,87.16666667,52
2017-06-29,87.27777778,60
2017-06-03,72.05555556,31
2017-06-30,75.83333333,50
2017-06-04,79.72222222,27
2017-06-05,55.94444444,26
2017-06-06,81.88888889,16
2017-06-07,114.8333333,48
2017-06-08,90.44444444,61
2017-06-09,118.9444444,51
2017-07-01,67.16666667,30
2017-07-10,74.77777778,NA
2017-07-11,74.11111111,NA
2017-07-12,65.61111111,NA
2017-07-13,65.72222222,NA
2017-07-14,44.11111111,NA
2017-07-15,53.44444444,NA
2017-07-16,69.55555556,NA
2017-07-17,70.66666667,NA
2017-07-18,61.38888889,NA
2017-07-19,64.94444444,NA
2017-07-02,74.05555556,26
2017-07-20,61.33333333,NA
2017-07-21,83.66666667,NA
2017-07-22,92.88888889,NA
2017-07-23,87.88888889,NA
2017-07-24,83.55555556,NA
2017-07-25,73.22222222,NA
2017-07-26,64.38888889,NA
2017-07-27,73.66666667,NA
2017-07-28,57.55555556,18
2017-07-29,75.16666667,30
2017-07-03,85.38888889,39
2017-07-30,81.66666667,27
2017-07-31,50,32
2017-07-04,84.11111111,45
2017-07-05,75,56
2017-07-06,51.94444444,26
2017-07-07,62.44444444,34
2017-07-08,60,31
2017-07-09,65.44444444,31
2017-08-01,50.61111111,41
2017-08-10,79.77777778,10
2017-08-11,69.27777778,NA
2017-08-12,47.38888889,NA
2017-08-13,33.77777778,NA
2017-08-14,41.38888889,NA
2017-08-15,59.83333333,NA
2017-08-16,60.66666667,NA
2017-08-17,64.94444444,NA
2017-08-18,54.22222222,NA
2017-08-19,47.44444444,NA
2017-08-02,54.72222222,41
2017-08-20,59.94444444,NA
2017-08-21,60.33333333,NA
2017-08-22,55.11111111,NA
2017-08-23,51.5,NA
2017-08-24,58.77777778,NA
2017-08-25,72.55555556,NA
2017-08-26,61.27777778,26
2017-08-27,42.83333333,31
2017-08-28,48.88888889,19
2017-08-29,40.44444444,18
2017-08-03,66.94444444,NA
2017-08-30,52.16666667,18
2017-08-31,65.05555556,NA
2017-08-04,84.61111111,NA
2017-08-05,81.16666667,43
2017-08-06,74.5,36
2017-08-07,68.55555556,47
2017-08-08,69.27777778,39
2017-08-09,74.22222222,10
2017-09-01,69.27777778,NA
2017-09-10,59.11111111,NA
2017-09-11,70.16666667,NA
2017-09-12,72.05555556,NA
2017-09-13,69.5,NA
2017-09-14,77.55555556,NA
2017-09-15,78.27777778,NA
2017-09-16,88.33333333,NA
2017-09-17,102.9444444,NA
2017-09-18,98.66666667,NA
2017-09-19,71.22222222,NA
2017-09-02,64.27777778,NA
2017-09-20,77.33333333,NA
2017-09-21,88.83333333,NA
2017-09-22,106.7777778,75
2017-09-23,77.94444444,67
2017-09-24,63.66666667,52
2017-09-25,58.11111111,52
2017-09-26,51.83333333,48
2017-09-27,64.05555556,26
2017-09-28,84.05555556,25
2017-09-29,76.72222222,40
2017-09-03,51.61111111,NA
2017-09-30,42.44444444,40
2017-09-04,46.33333333,NA
2017-09-05,54.83333333,NA
2017-09-06,54.83333333,NA
2018-01-01,134.0555556,42
2018-01-10,39.44444444,37
2018-01-11,58.66666667,26
2018-01-12,74.38888889,51
2018-01-13,79.94444444,66
2018-01-14,109.5555556,67
2018-01-15,126.7777778,93
2018-01-16,142.1111111,95
2018-01-17,151.6666667,80
2018-01-18,153.5555556,63
2018-01-19,156.7777778,88
2018-01-02,60.33333333,40
2018-01-20,146.4444444,62
2018-01-21,70.05555556,52
2018-01-22,43.27777778,28
2018-01-23,47.33333333,33
2018-01-24,43.83333333,27
2018-01-25,46.05555556,36
2018-01-26,68.77777778,49
2018-01-27,77.94444444,36
2018-01-28,100.7777778,52
2018-01-29,94.22222222,47
2018-01-03,56.44444444,49
2018-01-30,101.1111111,46
2018-01-31,100.2777778,45
2018-01-04,76.55555556,62
2018-01-05,74.72222222,51
2018-01-06,70.72222222,58
2018-01-07,80.05555556,59
2018-01-08,58.55555556,45
2018-01-09,47.72222222,34
2018-10-01,76.27777778,28
2018-10-10,80.38888889,19
2018-10-11,89.66666667,26
2018-10-12,90.05555556,35
2018-10-13,88.05555556,40
2018-10-14,90.22222222,61
2018-10-15,110.3333333,53
2018-10-16,67.27777778,40
2018-10-17,68.88888889,16
2018-10-18,69.44444444,20
2018-10-19,86.38888889,43
2018-10-02,87.83333333,29
2018-10-20,82.38888889,41
2018-10-21,86.38888889,53
2018-10-22,94.55555556,52
2018-10-23,105.2222222,48
2018-10-24,119.7222222,43
2018-10-25,92.88888889,40
2018-10-26,80,30
2018-10-27,81.16666667,15
2018-10-28,62.22222222,18
2018-10-29,70.88888889,23
2018-10-03,93.72222222,23
2018-10-30,76.11111111,23
2018-10-31,95.11111111,38
2018-10-04,88.22222222,11
2018-10-05,94.88888889,7
2018-10-06,81.16666667,29
2018-10-07,97.5,24
2018-10-08,70.33333333,29
2018-10-09,58.27777778,22
2018-11-01,107.2777778,48
2018-11-10,77.72222222,66
2018-11-11,103.1111111,33
2018-11-12,114.7777778,45
2018-11-13,117.1666667,38
2018-11-14,99.11111111,54
2018-11-15,56.72222222,60
2018-11-16,70.5,36
2018-11-17,102.6666667,41
2018-11-18,105.3888889,60
2018-11-19,105.5555556,50
2018-11-02,95.11111111,59
2018-11-20,88.94444444,38
2018-11-21,91.94444444,24
2018-11-22,98.77777778,24
2018-11-23,129,24
2018-11-24,144.4444444,47
2018-11-25,126.7777778,62
2018-11-26,265.2777778,97
2018-11-27,297.3888889,100
2018-11-28,214.2222222,71
2018-11-29,164.3888889,60
2018-11-03,82.83333333,48
2018-11-30,183.5555556,51
2018-11-04,57.11111111,63
2018-11-05,44.27777778,88
2018-11-06,56.44444444,64
2018-11-07,57.72222222,9
2018-11-08,83.5,40
2018-11-09,88.88888889,71
2018-12-01,114.5555556,54
2018-12-10,88.44444444,44
2018-12-11,102.2222222,48
2018-12-12,108.3888889,42
2018-12-13,92.27777778,35
2018-12-14,93.66666667,58
2018-12-15,130,56
2018-12-16,149.7222222,67
2018-12-17,142.7777778,52
2018-12-18,187.5,56
2018-12-19,131.6111111,62
2018-12-02,144.9444444,47
2018-12-20,143,72
2018-12-21,141.0555556,78
2018-12-22,94.27777778,54
2018-12-23,96.38888889,25
2018-12-24,115.4444444,39
2018-12-25,66.61111111,52
2018-12-26,55.77777778,30
2018-12-27,56.5,40
2018-12-28,68,43
2018-12-29,69.94444444,36
2018-12-03,101.3333333,37
2018-12-30,69.94444444,36
2018-12-31,101.3333333,40
2018-12-04,81.66666667,32
2018-12-05,76.11111111,41
2018-12-06,45.66666667,26
2018-12-07,61.33333333,26
2018-12-08,75.55555556,24
2018-12-09,105.1111111,36
2018-02-01,81.61111111,58
2018-02-10,106.1666667,56
2018-02-11,83.05555556,55
2018-02-12,101.2222222,57
2018-02-13,95.88888889,68
2018-02-14,66.77777778,44
2018-02-15,106.1666667,51
2018-02-16,94.44444444,54
2018-02-17,62.5,42
2018-02-18,79.72222222,63
2018-02-19,90.72222222,65
2018-02-02,61.05555556,40
2018-02-20,86.05555556,43
2018-02-21,96.88888889,50
2018-02-22,90.83333333,81
2018-02-23,79.72222222,74
2018-02-24,75.72222222,52
2018-02-25,101.9444444,64
2018-02-26,119.7222222,86
2018-02-27,104.5555556,62
2018-02-28,74.83333333,45
2018-02-03,75.88888889,36
2018-02-04,72.38888889,29
2018-02-05,62.05555556,35
2018-02-06,84.22222222,44
2018-02-07,82.22222222,56
2018-02-08,119,68
2018-02-09,87.66666667,71
2018-03-01,77,70
2018-03-10,134,58
2018-03-11,103.7222222,84
2018-03-12,89.05555556,63
2018-03-13,92.77777778,28
2018-03-14,100.1666667,22
2018-03-15,49.61111111,15
2018-03-16,70.77777778,35
2018-03-17,64.05555556,63
2018-03-18,77.22222222,33
2018-03-19,55.55555556,21
2018-03-02,81.55555556,62
2018-03-20,65.61111111,15
2018-03-21,96.94444444,46
2018-03-22,120.3333333,68
2018-03-23,99.16666667,97
2018-03-24,98.72222222,102
2018-03-25,106.5,96
2018-03-26,102.1666667,86
2018-03-27,135.4444444,61
2018-03-28,115.3888889,65
2018-03-29,85.27777778,68
2018-03-03,66.27777778,32
2018-03-30,91.94444444,63
2018-03-31,115.8888889,74
2018-03-04,56.05555556,9
2018-03-05,68.22222222,33
2018-03-06,68.72222222,33
2018-03-07,66.61111111,32
2018-03-08,77.72222222,52
2018-03-09,110.0555556,51
2018-04-01,124.1666667,72
2018-04-10,117.2777778,65
2018-04-11,91.16666667,52
2018-04-12,59.88888889,39
2018-04-13,74.83333333,23
2018-04-14,89.5,69
2018-04-15,113.4444444,44
2018-04-16,123.8888889,63
2018-04-17,123.5555556,71
2018-04-18,109.3333333,78
2018-04-19,90.83333333,91
2018-04-02,152.6666667,69
2018-04-20,89.38888889,70
2018-04-21,45.5,39
2018-04-22,47.94444444,10
2018-04-23,63,9
2018-04-24,81.16666667,39
2018-04-25,92.11111111,51
2018-04-26,103.1666667,61
2018-04-27,102.3333333,63
2018-04-28,95.88888889,61
2018-04-29,99.38888889,80
2018-04-03,53.22222222,15
2018-04-30,91.72222222,65
2018-04-04,63.83333333,7
2018-04-05,102.8333333,91
2018-04-06,63.16666667,54
2018-04-07,93.83333333,30
2018-04-08,101.5555556,46
2018-04-09,209,54
2018-05-01,56.83333333,49
2018-05-10,66.61111111,66
2018-05-11,76.44444444,34
2018-05-12,87,26
2018-05-13,85.27777778,76
2018-05-14,69.66666667,78
2018-05-15,54.72222222,35
2018-05-16,61.27777778,15
2018-05-17,68.05555556,11
2018-05-18,63.77777778,11
2018-05-19,46.11111111,11
2018-05-02,62.94444444,32
2018-05-20,51.55555556,21
2018-05-21,55.55555556,43
2018-05-22,113.8333333,46
2018-05-23,101.5,89
2018-05-24,83,89
2018-05-25,81.11111111,80
2018-05-26,103.3888889,68
2018-05-27,129.1111111,57
2018-05-28,101.5555556,49
2018-05-29,84.61111111,52
2018-05-03,82.61111111,53
2018-05-30,76.94444444,51
2018-05-31,72,48
2018-05-04,77.11111111,49
2018-05-05,70.5,15
2018-05-06,91.83333333,40
2018-05-07,85.22222222,22
2018-05-08,85.16666667,25
2018-05-09,72.05555556,55
2018-06-01,73.94444444,48
2018-06-10,58.05555556,11
2018-06-11,71.61111111,16
2018-06-12,66.61111111,33
2018-06-13,51.33333333,35
2018-06-14,58.88888889,15
2018-06-15,58.22222222,23
2018-06-16,61.11111111,57
2018-06-17,64.05555556,52
2018-06-18,62.83333333,47
2018-06-19,71.66666667,52
2018-06-02,77.5,36
2018-06-20,78.11111111,46
2018-06-21,70.05555556,47
2018-06-22,61.66666667,44
2018-06-23,63,65
2018-06-24,64.38888889,64
2018-06-25,41.27777778,54
2018-06-26,63.61111111,31
2018-06-27,63.11111111,25
2018-06-28,63.11111111,44
2018-06-29,73.11111111,55
2018-06-03,82.05555556,48
2018-06-30,52.5,14
2018-06-04,95.94444444,51
2018-06-05,98.66666667,52
2018-06-06,88.33333333,54
2018-06-07,79.83333333,41
2018-06-08,54.11111111,46
2018-06-09,49.27777778,9
2018-07-01,48.27777778,9
2018-07-10,69.88888889,37
2018-07-11,69.61111111,29
2018-07-12,53.05555556,24
2018-07-13,62.5,22
2018-07-14,61.61111111,24
2018-07-15,60,29
2018-07-16,58.83333333,34
2018-07-17,72.77777778,40
2018-07-18,60.44444444,33
2018-07-19,57,40
2018-07-02,57.88888889,13
2018-07-20,62.66666667,43
2018-07-21,64,33
2018-07-22,50.5,37
2018-07-23,55.05555556,45
2018-07-24,67.33333333,37
2018-07-25,70.22222222,46
2018-07-26,65.72222222,53
2018-07-27,65.55555556,44
2018-07-28,63.38888889,19
2018-07-29,65.61111111,9
2018-07-03,82.88888889,25
2018-07-30,58.55555556,19
2018-07-31,67.33333333,36
2018-07-04,85.5,22
2018-07-05,58.44444444,7
2018-07-06,49.77777778,8
2018-07-07,42.61111111,12
2018-07-08,40.44444444,10
2018-07-09,43.77777778,24
2018-08-01,78.22222222,45
2018-08-10,74.61111111,10
2018-08-11,70.88888889,15
2018-08-12,52.44444444,36
2018-08-13,43.77777778,30
2018-08-14,44.83333333,32
2018-08-15,41.66666667,16
2018-08-16,51.16666667,13
2018-08-17,40.61111111,18
2018-08-18,26.66666667,26
2018-08-19,32.38888889,42
2018-08-02,64,51
2018-08-20,63.66666667,26
2018-08-21,71.11111111,28
2018-08-22,61.61111111,13
2018-08-23,83.44444444,8
2018-08-24,65.66666667,27
2018-08-25,61,20
2018-08-26,58.44444444,9
2018-08-27,60.38888889,11
2018-08-28,64.72222222,14
2018-08-29,50.72222222,31
2018-08-03,59.77777778,31
2018-08-30,45.22222222,28
2018-08-31,53.66666667,21
2018-08-04,60.44444444,29
2018-08-05,60.5,35
2018-08-06,64.11111111,21
2018-08-07,64,29
2018-08-08,66.44444444,29
2018-08-09,83.94444444,15
2018-09-01,67.44444444,14
2018-09-10,64.66666667,13
2018-09-11,71.5,17
2018-09-12,73.83333333,22
2018-09-13,64.77777778,21
2018-09-14,68,13
2018-09-15,51.11111111,42
2018-09-16,68.05555556,33
2018-09-17,72.27777778,41
2018-09-18,54.16666667,45
2018-09-19,62.05555556,17
2018-09-02,63,16
2018-09-20,91.27777778,8
2018-09-21,90.72222222,36
2018-09-22,80.77777778,34
2018-09-23,59.94444444,16
2018-09-24,60.16666667,15
2018-09-25,67.27777778,8
2018-09-26,89.88888889,9
2018-09-27,82.05555556,14
2018-09-28,92.66666667,16
2018-09-29,74.55555556,22
2018-09-03,61.83333333,18
2018-09-30,56.61111111,18
2018-09-04,81.33333333,31
2018-09-05,83.94444444,42
2018-09-06,52,30
2018-09-07,57.66666667,28
2018-09-08,65.94444444,25
2018-09-09,61.94444444,12
2019-01-01,130.1111111,37
2019-01-10,114.5,70
2019-01-11,148.5,81
2019-01-12,203.9444444,90
2019-01-13,214.9444444,118
2019-01-14,126.4444444,104
2019-01-15,72.77777778,50
2019-01-16,108.6666667,47
2019-01-17,126.8888889,54
2019-01-18,120.5555556,81
2019-01-19,76.22222222,65
2019-01-02,158.6111111,40
2019-01-20,94.94444444,47
2019-01-21,112.2777778,66
2019-01-22,112.7222222,69
2019-01-23,120.1111111,47
2019-01-24,83.94444444,50
2019-01-25,72.44444444,48
2019-01-26,93.27777778,41
2019-01-27,91.44444444,74
2019-01-28,106.1111111,67
2019-01-29,118.5555556,62
2019-01-03,156.2777778,60
2019-01-30,58.33333333,69
2019-01-31,87.27777778,43
2019-01-04,79.61111111,61
2019-01-05,90,52
2019-01-06,142.5,56
2019-01-07,102.9444444,46
2019-01-08,68.66666667,53
2019-01-09,88.38888889,58
2019-10-01,66.72222222,25
2019-10-10,50.11111111,39
2019-10-11,61.77777778,29
2019-10-12,66,24
2019-10-13,40.55555556,39
2019-10-14,48.44444444,26
2019-10-15,70.5,34
2019-10-16,79.38888889,33
2019-10-17,97.55555556,19
2019-10-18,103.2777778,22
2019-10-19,95.61111111,41
2019-10-02,75.27777778,9
2019-10-20,108.5,45
2019-10-21,110.7777778,40
2019-10-22,98.83333333,23
2019-10-23,100.6111111,29
2019-10-24,49.83333333,25
2019-10-25,58.22222222,24
2019-10-26,82,26
2019-10-27,178.3333333,34
2019-10-28,130.7777778,78
2019-10-29,170.9444444,28
2019-10-03,66.77777778,30
2019-10-30,147.8333333,69
2019-10-31,110.6666667,82
2019-10-04,31.77777778,43
2019-10-05,44,12
2019-10-06,53.44444444,11
2019-10-07,67.33333333,25
2019-10-08,74.88888889,26
2019-10-09,46.16666667,33
2019-11-01,96.44444444,64
2019-11-10,91.83333333,21
2019-11-11,101.2222222,32
2019-11-12,95.27777778,30
2019-11-13,86.61111111,19
2019-11-14,93.16666667,25
2019-11-15,102.8888889,36
2019-11-16,87.83333333,28
2019-11-17,127.6666667,61
2019-11-18,114.5,33
2019-11-19,106.1666667,24
2019-11-02,73.11111111,49
2019-11-20,77.44444444,41
2019-11-21,67.72222222,50
2019-11-22,80.16666667,36
2019-11-23,63.83333333,32
2019-11-24,43.61111111,29
2019-11-25,72.61111111,27
2019-11-26,64.38888889,41
2019-11-27,49,41
