date,china_average,seoul_average
2019-11-28,71.55555556,45
2019-11-29,78.55555556,47
2019-11-03,60.22222222,13
2019-11-30,65.22222222,43
2019-11-04,84,35
2019-11-05,93.05555556,50
2019-11-06,85.05555556,50
2019-11-07,79.88888889,45
2019-11-08,120.2777778,39
2019-11-09,92.16666667,32
2019-12-01,60.88888889,25
2019-12-10,98.5,68
2019-12-11,67.72222222,20
2019-12-12,88.66666667,27
2019-12-13,68.72222222,41
2019-12-14,65.05555556,39
2019-12-15,59.44444444,43
2019-12-16,63.44444444,31
2019-12-17,49.5,42
2019-12-18,77.66666667,29
2019-12-19,83.22222222,32
2019-12-02,80.16666667,32
2019-12-20,108.4444444,38
2019-12-21,112.8333333,60
2019-12-22,104.3888889,54
2019-12-23,78.66666667,67
2019-12-24,86.44444444,54
2019-12-25,70,50
2019-12-26,81.22222222,39
2019-12-27,85.61111111,48
2019-12-28,83.61111111,49
2019-12-29,83.61111111,49
2019-12-03,91.83333333,33
2019-12-31,71.22222222,38
2019-12-04,70.22222222,25
2019-12-05,64.05555556,34
2019-12-06,106,49
2019-12-07,131.8333333,56
2019-12-08,171.2777778,63
2019-12-09,159.6111111,84
2019-02-01,92.16666667,57
2019-02-10,81.33333333,44
2019-02-11,94.33333333,59
2019-02-12,78.38888889,42
2019-02-13,56.33333333,55
2019-02-14,70.22222222,42
2019-02-15,57.66666667,59
2019-02-16,62.55555556,40
2019-02-17,72.44444444,46
2019-02-18,96.94444444,47
2019-02-19,135.2777778,55
2019-02-02,120.3333333,39
2019-02-20,125.4444444,72
2019-02-21,128.3333333,70
2019-02-22,130.5,57
2019-02-23,135.1666667,64
2019-02-24,131.5555556,76
2019-02-25,102.6111111,58
2019-02-26,99.44444444,68
2019-02-27,118.4444444,76
2019-02-28,137,93
2019-02-03,139,67
2019-02-04,163.2222222,73
2019-02-05,130.2777778,80
2019-02-06,55.66666667,59
2019-02-07,47.66666667,35
2019-02-08,56.33333333,40
2019-02-09,46.05555556,46
2019-03-01,140.3333333,91
2019-03-10,84.61111111,69
2019-03-11,70.61111111,74
2019-03-12,70.66666667,46
2019-03-13,83.55555556,47
2019-03-14,76.55555556,54
2019-03-15,79.66666667,46
2019-03-16,91.66666667,44
2019-03-17,90,46
2019-03-18,81.72222222,63
2019-03-19,65.22222222,83
2019-03-02,116.8888889,86
2019-03-20,68.38888889,37
2019-03-21,56.66666667,41
2019-03-22,58.66666667,27
2019-03-23,84.38888889,31
2019-03-24,90.83333333,50
2019-03-25,103.2777778,63
2019-03-26,103.4444444,80
2019-03-27,77.27777778,75
2019-03-28,72.11111111,45
2019-03-29,80.22222222,41
2019-03-03,109.7777778,122
2019-03-30,67.94444444,44
2019-03-31,77.38888889,30
2019-03-04,115.4444444,136
2019-03-05,108.7222222,106
2019-03-06,71,55
2019-03-07,83.11111111,53
2019-03-08,73.83333333,48
2019-03-09,101.8333333,51
2019-04-01,72.27777778,35
2019-04-10,80.83333333,30
2019-04-11,93.77777778,57
2019-04-12,86.22222222,53
2019-04-13,73.44444444,43
2019-04-14,82.83333333,57
2019-04-15,78.27777778,51
2019-04-16,92.83333333,45
2019-04-17,126.4444444,45
2019-04-18,78.55555556,47
2019-04-19,76.61111111,49
2019-04-02,74.38888889,44
2019-04-20,77.22222222,37
2019-04-21,67.22222222,85
2019-04-22,47.72222222,87
2019-04-23,83.94444444,62
2019-04-24,52.55555556,42
2019-04-25,50.88888889,10
2019-04-26,61.61111111,20
2019-04-27,46.11111111,21
2019-04-28,62.5,22
2019-04-29,101.7777778,41
2019-04-03,94.27777778,39
2019-04-30,80.5,59
2019-04-04,176.7222222,72
2019-04-05,120.5555556,63
2019-04-06,99.66666667,43
2019-04-07,88.33333333,44
2019-04-08,36.33333333,29
2019-04-09,53.55555556,8
2019-05-01,85.38888889,55
2019-05-10,69.66666667,69
2019-05-11,89.66666667,61
2019-05-12,149.4444444,63
2019-05-13,110.4444444,46
2019-05-14,79.5,70
2019-05-15,63.55555556,69
2019-05-16,49.33333333,62
2019-05-17,42.61111111,34
2019-05-18,79.27777778,16
2019-05-19,75.72222222,41
2019-05-02,83.66666667,56
2019-05-20,73.33333333,60
2019-05-21,81.27777778,63
2019-05-22,85.55555556,74
2019-05-23,84,79
2019-05-24,75.72222222,76
2019-05-25,57.83333333,46
2019-05-26,48.83333333,26
2019-05-27,56.88888889,26
2019-05-28,61.77777778,56
2019-05-29,59.27777778,53
2019-05-03,76.61111111,74
2019-05-30,65.33333333,24
2019-05-31,75.05555556,39
2019-05-04,105,70
2019-05-05,74.61111111,39
2019-05-06,77.11111111,55
2019-05-07,80.72222222,57
2019-05-08,81.77777778,53
2019-05-09,84,66
2019-06-01,71.83333333,41
2019-06-10,60.94444444,17
2019-06-11,65.38888889,35
2019-06-12,61.61111111,34
2019-06-13,61.66666667,35
2019-06-14,69.11111111,39
2019-06-15,61.22222222,16
2019-06-16,67.66666667,25
2019-06-17,67.55555556,35
2019-06-18,57.94444444,36
2019-06-19,59.33333333,29
2019-06-02,75.11111111,45
2019-06-20,64.72222222,30
2019-06-21,60.44444444,10
2019-06-22,65.33333333,11
2019-06-23,60.5,21
2019-06-24,57.11111111,31
2019-06-25,51.66666667,30
2019-06-26,59.77777778,19
2019-06-27,58.11111111,37
2019-06-28,59.61111111,23
2019-06-29,60.05555556,29
2019-06-03,77.27777778,30
2019-06-30,52.16666667,34
2019-06-04,68.33333333,51
2019-06-05,42.72222222,56
2019-06-06,51.22222222,19
2019-06-07,57.27777778,30
2019-06-08,56.5,42
2019-06-09,52.5,14
2019-07-01,64.11111111,33
2019-07-10,58.5,7
2019-07-11,68.11111111,18
2019-07-12,67.55555556,37
2019-07-13,64.61111111,42
2019-07-14,65.27777778,35
2019-07-15,69.83333333,36
2019-07-16,60.33333333,65
2019-07-17,48.66666667,67
2019-07-18,41.16666667,37
2019-07-19,51.88888889,8
2019-07-02,58.5,38
2019-07-20,62.94444444,17
2019-07-21,67.22222222,48
2019-07-22,47,27
2019-07-23,55.27777778,25
2019-07-24,59.5,27
2019-07-25,60.61111111,19
2019-07-26,51.66666667,20
2019-07-27,38.33333333,13
2019-07-28,43.38888889,15
2019-07-29,37.72222222,21
2019-07-03,73.66666667,32
2019-07-30,43.77777778,18
2019-07-31,44.11111111,14
2019-07-04,70.83333333,31
2019-07-05,45.22222222,22
2019-07-06,40.55555556,15
2019-07-07,51.83333333,8
2019-07-08,58.22222222,8
2019-07-09,51.44444444,6
2019-08-01,32.11111111,20
2019-08-10,13.61111111,17
2019-08-11,14.22222222,14
2019-08-12,24.55555556,25
2019-08-13,35.61111111,17
2019-08-14,44.44444444,8
2019-08-15,47.33333333,19
2019-08-16,46.16666667,33
2019-08-17,56.05555556,22
2019-08-18,56.16666667,22
2019-08-19,52.61111111,29
2019-08-02,43.11111111,22
2019-08-20,53.77777778,33
2019-08-21,65.05555556,43
2019-08-22,63,34
2019-08-23,65.66666667,23
2019-08-24,57.05555556,17
2019-08-25,54.83333333,22
2019-08-26,61.5,23
2019-08-27,69.88888889,26
2019-08-28,45.88888889,25
2019-08-29,49.55555556,16
2019-08-03,42.11111111,31
2019-08-30,50.27777778,18
2019-08-31,51.38888889,18
2019-08-04,32.94444444,39
2019-08-05,34.11111111,27
2019-08-06,34.22222222,21
2019-08-07,43.66666667,41
2019-08-08,44.61111111,23
2019-08-09,28.38888889,20
2019-09-01,55.44444444,25
2019-09-10,43.55555556,7
2019-09-11,44.44444444,8
2019-09-12,46.44444444,12
2019-09-13,43.94444444,16
2019-09-14,47.66666667,12
2019-09-15,52.66666667,9
2019-09-16,64.83333333,13
2019-09-17,64.5,25
2019-09-18,55.33333333,21
2019-09-19,71.66666667,22
2019-09-02,56.83333333,23
2019-09-20,72.22222222,16
2019-09-21,61.22222222,7
2019-09-22,62.16666667,16
2019-09-23,79.72222222,26
2019-09-24,76.05555556,37
2019-09-25,60.77777778,33
2019-09-26,64,23
2019-09-27,74.94444444,31
2019-09-28,78.77777778,42
2019-09-29,73.66666667,55
2019-09-03,53.11111111,9
2019-09-30,61.27777778,48
2019-09-04,64.72222222,7
2019-09-05,70.27777778,14
2019-09-06,69.16666667,14
2019-09-07,78.61111111,38
2019-09-08,77.83333333,40
2019-09-09,63.61111111,13
2020-01-01,104.5555556,60
2020-01-10,104.2777778,56
2020-01-11,78,48
2020-01-12,102.9444444,29
2020-01-13,83.33333333,33
2020-01-14,86.44444444,41
2020-01-15,103.7222222,45
2020-01-16,118.2777778,59
2020-01-17,129.2222222,61
2020-01-18,126.5555556,59
2020-01-19,98.16666667,56
2020-01-02,145.9444444,64
2020-01-20,88.27777778,48
2020-01-21,96.44444444,51
2020-01-22,120.8888889,61
2020-01-23,97.33333333,65
2020-01-24,89.33333333,52
2020-01-25,85.88888889,30
2020-01-26,71.11111111,10
2020-01-27,75.38888889,12
2020-01-28,78.33333333,17
2020-01-29,68.61111111,20
2020-01-03,169.3888889,58
2020-01-30,66.61111111,29
2020-01-31,81.38888889,63
2020-01-04,139.4444444,56
2020-01-05,55.5,43
2020-01-06,40.33333333,10
2020-01-07,57.77777778,28
2020-01-08,79.16666667,52
2020-01-09,104.9444444,61
2020-02-01,67.16666667,65
2020-02-10,61.77777778,59
2020-02-11,54.88888889,51
2020-02-12,58.72222222,65
2020-02-13,41.83333333,75
2020-02-14,26.88888889,64
2020-02-15,30.94444444,26
2020-02-16,31.11111111,30
2020-02-17,47.33333333,26
2020-02-18,52.61111111,37
2020-02-19,65.27777778,61
2020-02-02,56.94444444,30
2020-02-20,84,62
2020-02-21,60.16666667,64
2020-02-22,72.94444444,27
2020-02-23,82.33333333,40
2020-02-24,60.61111111,22
2020-02-25,54.66666667,19
2020-02-26,42.33333333,15
2020-02-27,42.27777778,28
2020-02-28,52.44444444,27
2020-02-29,58.22222222,49
2020-02-03,58.55555556,27
2020-02-04,38.16666667,27
2020-02-05,42.77777778,44
2020-02-06,59.72222222,41
2020-02-07,76.27777778,44
2020-02-08,91.94444444,40
2020-02-09,78.94444444,52
2020-03-01,65.88888889,43
2020-03-10,82.11111111,38
2020-03-11,84.88888889,38
2020-03-12,52.72222222,35
2020-03-13,70.27777778,41
2020-03-14,68.22222222,45
2020-03-15,66.55555556,27
2020-03-16,85.94444444,49
2020-03-17,116.5,58
2020-03-18,87,58
2020-03-19,101.8333333,46
2020-03-02,56.5,40
2020-03-20,109.3333333,54
2020-03-21,68.94444444,39
2020-03-22,76.16666667,45
2020-03-23,73.33333333,58
2020-03-24,60.55555556,53
2020-03-25,56.27777778,54
2020-03-26,45.5,46
2020-03-27,51.27777778,37
2020-03-28,65.83333333,46
2020-03-29,72.88888889,56
2020-03-03,43.38888889,44
2020-03-30,70.5,53
2020-03-31,66.11111111,66
2020-03-04,58.16666667,39
2020-03-05,65.38888889,45
2020-03-06,80.77777778,59
2020-03-07,85.72222222,61
2020-03-08,63.33333333,61
2020-03-09,61.38888889,41
2020-04-01,62.38888889,42
2020-04-10,66.94444444,43
2020-04-11,78.44444444,33
2020-04-12,82.55555556,23
2020-04-13,79.05555556,52
2020-04-14,75.38888889,60
2020-04-15,76.55555556,53
2020-04-16,79.38888889,42
2020-04-17,71.22222222,31
2020-04-18,57.61111111,27
2020-04-19,54.22222222,17
2020-04-02,81,58
2020-04-20,NA,33
2020-04-21,55.27777778,71
2020-04-22,57.66666667,48
2020-04-23,81.44444444,46
2020-04-24,77.11111111,59
2020-04-25,60.94444444,33
2020-04-26,65.27777778,38
2020-04-27,74.27777778,41
2020-04-28,75.33333333,58
2020-04-29,74.27777778,58
2020-04-03,118.6666667,67
2020-04-04,77.72222222,47
2020-04-05,78.55555556,57
2020-04-06,83.33333333,60
2020-04-07,78.72222222,47
2020-04-08,50.22222222,51
2020-04-09,52.77777778,47
