date, pm25, pm10, o3, no2, so2, co,country
2020/1/30, 206, 89, 46, 8, 4, ,heze
2020/1/31, 177, 121, 44, 10, 8, ,heze
2019/10/1, 111, 80, 76, 16, 4, ,heze
2019/10/2, 133, 93, 98, 20, 3, ,heze
2019/10/3, 141, 61, 44, 11, 3, ,heze
2019/10/4, 122, 38, 34, 10, 4, ,heze
2019/10/5, 61, 46, 23, 20, 6, ,heze
2019/10/6, 92, 51, 37, 15, 4, ,heze
2019/10/7, 107, 88, 45, 23, 4, ,heze
2019/10/8, 163, 77, 32, 20, 5, ,heze
2019/10/9, 135, 44, 32, 12, 3, ,heze
2019/10/10, 98, 61, 26, 13, 4, ,heze
2019/10/11, 132, 64, 23, 17, 4, ,heze
2019/10/12, 136, 81, 60, 20, 7, ,heze
2019/10/13, 143, 62, 26, 12, 5, ,heze
2019/10/14, 73, 66, 32, 23, 9, ,heze
2019/10/15, 87, 71, 18, 27, 9, ,heze
2019/10/16, 121, 91, 36, 25, 14, ,heze
2019/10/17, 154, 109, 52, 28, 11, ,heze
2019/10/18, 170, 93, 76, 19, 6, ,heze
2019/10/19, 158, 96, 65, 21, 7, ,heze
2019/10/20, 160, 134, 76, 26, 13, ,heze
2019/10/21, 200, 115, 21, 31, 9, ,heze
2019/10/22, 183, 93, 60, 24, 7, ,heze
2019/10/23, 168, 104, 50, 16, 7, ,heze
2019/10/24, 164, 59, 23, 14, 6, ,heze
2019/10/25, 65, 81, 29, 20, 14, ,heze
2019/10/26, 113, 87, 45, 19, 10, ,heze
2019/10/27, 139, 359, 32, 21, 7, ,heze
2019/10/28, 174, 344, 38, 29, 12, ,heze
2019/10/29, 178, 252, 47, 25, 11, ,heze
2019/10/30, 173, 124, 50, 33, 13, ,heze
2019/10/31, 157, 168, 28, 46, 22, ,heze
2019/11/1, 190, 155, 89, 24, 13, ,heze
2019/11/2, 182, 115, 33, 18, 9, ,heze
2019/11/3, 179, 64, 37, 15, 6, ,heze
2019/11/4, 98, 95, 60, 23, 11, ,heze
2019/11/5, 159, 112, 55, 31, 17, ,heze
2019/11/6, 175, 124, 36, 31, 13, ,heze
2019/11/7, 178, 120, 49, 23, 12, ,heze
2019/11/8, 162, 129, 64, 15, 8, ,heze
2019/11/9, 181, 112, 36, 13, 6, ,heze
2019/11/10, 117, 125, 34, 28, 14, ,heze
2019/11/11, 136, 142, 52, 34, 19, ,heze
2019/11/12, 168, 86, 30, 17, 8, ,heze
2019/11/13, 96, 99, 31, 20, 10, ,heze
2019/11/14, 104, 110, 21, 29, 12, ,heze
2019/11/15, 146, 137, 17, 29, 12, ,heze
2019/11/16, 186, 80, 20, 19, 6, ,heze
2019/11/17, 154, 169, 24, 13, 6, ,heze
2019/11/18, 131, 143, 26, 21, 8, ,heze
2019/11/19, 145, 103, 26, 22, 7, ,heze
2019/11/20, 137, 99, 26, 18, 10, ,heze
2019/11/21, 147, 106, 31, 21, 15, ,heze
2019/11/22, 162, 123, 25, 28, 8, ,heze
2019/11/23, 194, 126, 21, 17, 6, ,heze
2019/11/24, 156, 56, 25, 18, 7, ,heze
2019/11/25, 63, 85, 16, 25, 11, ,heze
2019/11/26, 146, 94, 13, 28, 10, ,heze
2019/11/27, 153, 67, 26, 24, 9, ,heze
2019/11/28, 99, 99, 16, 27, 14, ,heze
2019/11/29, 157, 88, 16, 27, 9, ,heze
2019/11/30, 164, 103, 24, 24, 8, ,heze
2019/12/1, 174, 94, 22, 24, 9, ,heze
2019/12/2, 151, 82, 22, 25, 13, ,heze
2019/12/3, 124, 88, 25, 30, 17, ,heze
2019/12/4, 141, 114, 15, 36, 25, ,heze
2019/12/5, 173, 78, 20, 19, 9, ,heze
2019/12/6, 154, 114, 16, 23, 4, ,heze
2019/12/7, 194, 139, 32, 20, 7, ,heze
2019/12/8, 224, 169, 20, 31, 11, ,heze
2019/12/9, 248, 136, 26, 25, 10, ,heze
2019/12/10, 204, 135, 24, 29, 12, ,heze
2019/12/11, 207, 98, 19, 26, 12, ,heze
2019/12/12, 160, 117, 23, 27, 12, ,heze
2019/12/13, 182, 110, 10, 30, 15, ,heze
2019/12/14, 173, 74, 3, 24, 9, ,heze
2019/12/15, 152, 68, 3, 22, 4, ,heze
2019/12/16, 158, 84, 15, 18, 5, ,heze
2019/12/17, 163, 72, 14, 22, 10, ,heze
2019/12/18, 135, 112, 15, 25, 8, ,heze
2019/12/19, 182, 109, 16, 24, 9, ,heze
2019/12/20, 178, 101, 24, 22, 10, ,heze
2019/12/21, 181, 126, 20, 23, 9, ,heze
2019/12/22, 209, 148, 12, 19, 5, ,heze
2019/12/23, 225, 125, 16, 24, 9, ,heze
2019/12/24, 209, 97, 6, 18, 5, ,heze
2019/12/25, 181, 96, 25, 24, 6, ,heze
2019/12/26, 175, 85, 26, 19, 5, ,heze
2019/12/27, 134, 87, 29, 17, 6, ,heze
2019/12/28, 156, 76, 31, 18, 6, ,heze
