"","year","group_c","group_s"
"1","2014",108.784743459055,44.394495412844
"2","2015",97.2611219714472,42.5528700906344
"3","2016",90.3079178885631,48.7390029325513
"4","2017",90.5932267884323,47.1780821917808
"5","2018",80.1883923029174,41.0670391061453
"6","2019",76.0269975031211,39.9662921348315
"7","2020",74.1034143518519,45.0916666666667
