"","month","re_china_average","re_seoul_average"
"1"," 1",95.084229390681,44.4193548387097
"2"," 2",56.9616858237548,41.9655172413793
"3"," 3",71.3978494623656,47.5806451612903
"4"," 4",72.3710317460317,46.75
