"","date","china_average","seoul_average"
"736","2016/1/16",147.388888888889,71
"737","2016/1/17",92.2777777777778,56
"738","2016/1/18",103.444444444444,37
"739","2016/1/19",96.7222222222222,42
"740","2016/1/20",99.8888888888889,53
"741","2016/1/21",107.5,55
"742","2016/1/22",67.8333333333333,35
"743","2016/1/23",70,43
"744","2016/1/24",92.6666666666667,55
"745","2016/1/25",113.944444444444,77
"746","2016/1/26",142.777777777778,66
"747","2016/1/27",150.222222222222,60
"748","2016/1/28",100.444444444444,54
"749","2016/1/29",68.5,42
"750","2016/1/3",126.5,47
"751","2016/1/30",73.6666666666667,44
"752","2016/1/31",96.6111111111111,43
"753","2016/1/4",102.777777777778,34
"754","2016/1/5",124.666666666667,58
"755","2016/1/6",100.444444444444,45
"756","2016/1/7",137.444444444444,36
"757","2016/1/8",211.833333333333,40
"758","2016/1/9",257.833333333333,36
"759","2016/10/1",70.2222222222222,35
"760","2016/10/10",85.4444444444444,45
"761","2016/10/11",107,59
"762","2016/10/12",112.944444444444,46
"763","2016/10/13",100.722222222222,70
"764","2016/10/14",78.4444444444444,79
"765","2016/10/15",63.2222222222222,60
"766","2016/10/16",98.4444444444444,57
"767","2016/10/17",121.111111111111,60
"768","2016/10/18",111.166666666667,66
"769","2016/10/19",92.3333333333333,67
"770","2016/10/2",84.2777777777778,19
"771","2016/10/20",64.7222222222222,27
"772","2016/10/21",53.5,35
"773","2016/10/22",46.6666666666667,13
"774","2016/10/23",63.3888888888889,19
"775","2016/10/24",73.3888888888889,17
"776","2016/10/25",94.8333333333333,46
"777","2016/10/26",64.8333333333333,52
"778","2016/10/27",48.6111111111111,43
"779","2016/10/28",60.5555555555556,41
"780","2016/10/29",76.7777777777778,28
"781","2016/10/3",86.2777777777778,36
"782","2016/10/30",54,34
"783","2016/10/31",61.0555555555556,25
"784","2016/10/4",76.2222222222222,28
"785","2016/10/5",65.7222222222222,44
"786","2016/10/6",62.6111111111111,30
"787","2016/10/7",62,23
"788","2016/10/8",65.8888888888889,20
"789","2016/10/9",80.2222222222222,30
"790","2016/11/1",96,39
"791","2016/11/10",105.5,50
"792","2016/11/11",131.611111111111,75
"793","2016/11/12",168.611111111111,64
"794","2016/11/13",159.944444444444,55
"795","2016/11/14",90,62
"796","2016/11/15",83.7222222222222,59
"797","2016/11/16",125.055555555556,68
"798","2016/11/17",133.444444444444,85
"799","2016/11/18",115.944444444444,62
"800","2016/11/19",77.1111111111111,47
"801","2016/11/2",109.555555555556,46
"802","2016/11/20",48.3333333333333,64
"803","2016/11/21",41.5,46
"804","2016/11/22",60.3333333333333,42
"805","2016/11/23",88.6111111111111,29
"806","2016/11/24",104.777777777778,39
"807","2016/11/25",140.166666666667,58
"808","2016/11/26",127,71
"809","2016/11/27",102.166666666667,73
"810","2016/11/28",140.666666666667,41
"811","2016/11/29",135.222222222222,49
"812","2016/11/3",105.388888888889,65
"813","2016/11/30",150.333333333333,50
"814","2016/11/4",129.888888888889,74
"815","2016/11/5",112.888888888889,34
"816","2016/11/6",86.2777777777778,38
"817","2016/11/7",72.6111111111111,65
"818","2016/11/8",82.6111111111111,46
"819","2016/11/9",81.1666666666667,47
"820","2016/12/1",146.5,37
"821","2016/12/10",108.611111111111,36
"822","2016/12/11",105.333333333333,47
"823","2016/12/12",58.5555555555556,63
"824","2016/12/13",66.1666666666667,58
"825","2016/12/14",106.333333333333,38
"826","2016/12/15",115.5,35
"827","2016/12/16",120.388888888889,63
"828","2016/12/17",184,55
"829","2016/12/18",316.277777777778,40
"830","2016/12/19",301.777777777778,56
"831","2016/12/2",144.388888888889,55
"832","2016/12/20",189.388888888889,45
"833","2016/12/21",128.388888888889,25
"834","2016/12/22",100.555555555556,58
"835","2016/12/23",91.8333333333333,68
"836","2016/12/24",99.7222222222222,59
"837","2016/12/25",73.6666666666667,51
"838","2016/12/26",74.1111111111111,45
"839","2016/12/27",115.444444444444,49
"840","2016/12/28",115.944444444444,40
"841","2016/12/29",127.111111111111,45
"842","2016/12/3",185.888888888889,76
"843","2016/12/30",176.333333333333,62
"844","2016/12/31",NA,71
"845","2016/12/4",165.611111111111,80
"846","2016/12/5",99.4444444444444,27
"847","2016/12/6",141.5,51
"848","2016/12/7",154,60
"849","2016/12/8",74.5555555555556,37
"850","2016/12/9",88.4444444444444,36
"851","2016/2/1",117.111111111111,49
"852","2016/2/10",111.944444444444,51
"853","2016/2/11",127.333333333333,40
"854","2016/2/12",41.2222222222222,17
"855","2016/2/13",42.5,32
"856","2016/2/14",60.1666666666667,36
"857","2016/2/15",68.5,32
"858","2016/2/16",88.2777777777778,43
"859","2016/2/17",85.8888888888889,48
"860","2016/2/18",105.666666666667,79
"861","2016/2/19",67.2222222222222,51
"862","2016/2/2",136.833333333333,62
"863","2016/2/20",86.1666666666667,29
"864","2016/2/21",145.166666666667,46
"865","2016/2/22",120.222222222222,55
"866","2016/2/23",82.5,36
"867","2016/2/24",125.277777777778,51
"868","2016/2/25",130,52
"869","2016/2/26",148.444444444444,69
"870","2016/2/27",86.8333333333333,50
"871","2016/2/28",61.5555555555556,61
"872","2016/2/29",91.8333333333333,36
"873","2016/2/3",134.666666666667,61
"874","2016/2/4",104.055555555556,50
"875","2016/2/5",78.0555555555556,56
"876","2016/2/6",117.055555555556,51
"877","2016/2/7",174.277777777778,64
"878","2016/2/8",98.2777777777778,59
"879","2016/2/9",86.6666666666667,43
"880","2016/3/1",131.722222222222,42
"881","2016/3/10",106.5,39
"882","2016/3/11",117.5,51
"883","2016/3/12",110.277777777778,63
"884","2016/3/13",112.611111111111,66
"885","2016/3/14",112.722222222222,59
"886","2016/3/15",109.277777777778,66
"887","2016/3/16",112.611111111111,73
"888","2016/3/17",149.666666666667,67
"889","2016/3/18",181.722222222222,75
"890","2016/3/19",107.166666666667,79
"891","2016/3/2",156.166666666667,57
"892","2016/3/20",110.555555555556,82
"893","2016/3/21",139.5,72
"894","2016/3/22",75.8888888888889,75
"895","2016/3/23",83.2222222222222,43
"896","2016/3/24",90.7777777777778,72
"897","2016/3/25",105.333333333333,69
"898","2016/3/26",100.944444444444,69
"899","2016/3/27",127.222222222222,67
"900","2016/3/28",105.166666666667,87
"901","2016/3/29",124.722222222222,85
"902","2016/3/3",138.166666666667,73
"903","2016/3/30",124.777777777778,55
"904","2016/3/31",101.055555555556,72
"905","2016/3/4",193,26
"906","2016/3/5",204.333333333333,78
"907","2016/3/6",155.888888888889,98
"908","2016/3/7",79.8333333333333,68
"909","2016/3/8",59.2777777777778,49
"910","2016/3/9",79.2222222222222,38
"911","2016/4/1",173.944444444444,77
"912","2016/4/10",100.444444444444,52
"913","2016/4/11",104.722222222222,61
"914","2016/4/12",147.277777777778,63
"915","2016/4/13",144.555555555556,61
"916","2016/4/14",125.888888888889,59
"917","2016/4/15",78.8333333333333,60
"918","2016/4/16",81.1111111111111,42
"919","2016/4/17",76.5,66
"920","2016/4/18",82.2777777777778,50
"921","2016/4/19",99.1666666666667,66
"922","2016/4/2",68.7222222222222,56
"923","2016/4/20",149.333333333333,32
"924","2016/4/21",190.777777777778,68
"925","2016/4/22",209.333333333333,143
"926","2016/4/23",162.833333333333,124
"927","2016/4/24",114.5,76
"928","2016/4/25",99.7777777777778,79
"929","2016/4/26",103.666666666667,58
"930","2016/4/27",104.111111111111,60
"931","2016/4/28",116.444444444444,67
"932","2016/4/29",103.166666666667,78
"933","2016/4/3",90.7222222222222,30
"934","2016/4/30",97.5555555555556,51
"935","2016/4/4",98.6111111111111,63
"936","2016/4/5",84.3333333333333,71
"937","2016/4/6",124.055555555556,48
"938","2016/4/7",175.833333333333,69
"939","2016/4/8",210.388888888889,98
"940","2016/4/9",168.944444444444,111
"941","2016/5/1",105.166666666667,56
"942","2016/5/10",116.5,33
"943","2016/5/11",88.8333333333333,33
"944","2016/5/12",69.8333333333333,41
"945","2016/5/13",69.7222222222222,40
"946","2016/5/14",56.7777777777778,40
"947","2016/5/15",74.5555555555556,35
"948","2016/5/16",82.8333333333333,69
"949","2016/5/17",81.2222222222222,55
"950","2016/5/18",77.6111111111111,45
"951","2016/5/19",72.8333333333333,50
"952","2016/5/2",73.8888888888889,22
"953","2016/5/20",71.5,43
"954","2016/5/21",76.7777777777778,59
"955","2016/5/22",95.7777777777778,72
"956","2016/5/23",84.8888888888889,37
"957","2016/5/24",85.1111111111111,82
"958","2016/5/25",84.8333333333333,94
"959","2016/5/26",111.666666666667,84
"960","2016/5/27",74.1666666666667,78
"961","2016/5/28",82.1666666666667,80
"962","2016/5/29",103.611111111111,84
"963","2016/5/3",87.6111111111111,55
"964","2016/5/30",98.9444444444444,81
"965","2016/5/31",67.6666666666667,47
"966","2016/5/4",90.7777777777778,61
"967","2016/5/5",251.055555555556,47
"968","2016/5/6",138.777777777778,99
"969","2016/5/7",93.7777777777778,60
"970","2016/5/8",73.6666666666667,64
"971","2016/5/9",86.3888888888889,36
"972","2016/6/1",75.2777777777778,38
"973","2016/6/10",87.6111111111111,55
"974","2016/6/11",71.9444444444444,32
"975","2016/6/12",86.2222222222222,65
"976","2016/6/13",56,58
"977","2016/6/14",57.0555555555556,41
"978","2016/6/15",77.8888888888889,32
"979","2016/6/16",77.8333333333333,58
"980","2016/6/17",77.3333333333333,68
"981","2016/6/18",81.4444444444444,46
"982","2016/6/19",79.2777777777778,54
"983","2016/6/2",80.0555555555556,51
"984","2016/6/20",75.8333333333333,61
"985","2016/6/21",65.8333333333333,69
"986","2016/6/22",62.8333333333333,41
"987","2016/6/23",53.2222222222222,48
"988","2016/6/24",68.6111111111111,34
"989","2016/6/25",84.7777777777778,36
"990","2016/6/26",78.5555555555556,38
"991","2016/6/27",58.8333333333333,64
"992","2016/6/28",67.8333333333333,42
"993","2016/6/29",79.6666666666667,31
"994","2016/6/3",67.6111111111111,58
"995","2016/6/30",51.0555555555556,26
"996","2016/6/4",67.1111111111111,55
"997","2016/6/5",76.7222222222222,27
"998","2016/6/6",83.3888888888889,43
"999","2016/6/7",87.7777777777778,44
"1000","2016/6/8",97.8888888888889,58
"1001","2016/6/9",79.3888888888889,65
"1002","2016/7/1",78.6111111111111,14
"1003","2016/7/10",63.2777777777778,55
"1004","2016/7/11",64.5555555555556,41
"1005","2016/7/12",65.8888888888889,31
"1006","2016/7/13",69.9444444444444,31
"1007","2016/7/14",52.6111111111111,20
"1008","2016/7/15",67.4444444444444,11
"1009","2016/7/16",94.0555555555556,15
"1010","2016/7/17",104.5,30
"1011","2016/7/18",76.3333333333333,40
"1012","2016/7/19",47,40
"1013","2016/7/2",85.2222222222222,43
"1014","2016/7/20",53.7222222222222,35
"1015","2016/7/21",62.1111111111111,40
"1016","2016/7/22",66.9444444444444,48
"1017","2016/7/23",72.0555555555556,41
"1018","2016/7/24",69.2777777777778,49
"1019","2016/7/25",66.0555555555556,38
"1020","2016/7/26",75.7777777777778,38
"1021","2016/7/27",78.2222222222222,56
"1022","2016/7/28",84.0555555555556,47
"1023","2016/7/29",91.1666666666667,48
"1024","2016/7/3",76.9444444444444,28
"1025","2016/7/30",69.7222222222222,43
"1026","2016/7/31",61.8333333333333,35
"1027","2016/7/4",80.5,13
"1028","2016/7/5",85.8333333333333,18
"1029","2016/7/6",72.2222222222222,40
"1030","2016/7/7",59.0555555555556,60
"1031","2016/7/8",58.5555555555556,45
"1032","2016/7/9",72.4444444444444,39
"1033","2016/8/1",63.9444444444444,29
"1034","2016/8/10",62,37
"1035","2016/8/11",63.1666666666667,50
"1036","2016/8/12",71.5,39
"1037","2016/8/13",75.7777777777778,41
"1038","2016/8/14",67.7222222222222,44
"1039","2016/8/15",59.4444444444444,56
"1040","2016/8/16",77.1666666666667,50
"1041","2016/8/17",71.7222222222222,60
"1042","2016/8/18",65.8888888888889,68
"1043","2016/8/19",51.4444444444444,40
"1044","2016/8/2",64.8888888888889,31
"1045","2016/8/20",57.5555555555556,33
"1046","2016/8/21",69.7777777777778,35
"1047","2016/8/22",74.6666666666667,38
"1048","2016/8/23",80.3333333333333,43
"1049","2016/8/24",60.1111111111111,35
"1050","2016/8/25",44.9444444444444,16
"1051","2016/8/26",62.8333333333333,15
"1052","2016/8/27",69.6111111111111,13
"1053","2016/8/28",72.6666666666667,18
"1054","2016/8/29",73.6111111111111,36
"1055","2016/8/3",64.6666666666667,34
"1056","2016/8/30",83.7222222222222,21
"1057","2016/8/31",81.3888888888889,63
"1058","2016/8/4",62.5555555555556,43
"1059","2016/8/5",63.1111111111111,62
"1060","2016/8/6",52.7222222222222,41
"1061","2016/8/7",49.2777777777778,47
"1062","2016/8/8",60.3888888888889,33
"1063","2016/8/9",59.6666666666667,59
"1064","2016/9/1",80.6666666666667,42
"1065","2016/9/10",82.5,47
"1066","2016/9/11",73.8888888888889,34
"1067","2016/9/12",92,20
"1068","2016/9/13",98.1666666666667,37
"1069","2016/9/14",102.555555555556,47
"1070","2016/9/15",78.5555555555556,58
"1071","2016/9/16",79.5,35
"1072","2016/9/17",60.2777777777778,27
"1073","2016/9/18",53.8333333333333,15
"1074","2016/9/19",66.4444444444444,19
"1075","2016/9/2",93.3333333333333,26
"1076","2016/9/20",89,38
"1077","2016/9/21",92.4444444444444,45
"1078","2016/9/22",86.3888888888889,56
"1079","2016/9/23",92.1666666666667,66
"1080","2016/9/24",98.5555555555556,56
"1081","2016/9/25",74.8888888888889,51
"1082","2016/9/26",68.2222222222222,42
"1083","2016/9/27",49.4444444444444,39
"1084","2016/9/28",65.4444444444444,17
"1085","2016/9/29",99.5555555555556,34
"1086","2016/9/3",113.5,27
"1087","2016/9/30",88.8333333333333,53
"1088","2016/9/4",116.555555555556,35
"1089","2016/9/5",111.333333333333,63
"1090","2016/9/6",69.7777777777778,78
"1091","2016/9/7",84.7777777777778,57
"1092","2016/9/8",101.833333333333,50
"1093","2016/9/9",83.5555555555556,48
"1094","2017/1/1",225.888888888889,94
"1095","2017/1/10",127.222222222222,27
"1096","2017/1/11",207.5,33
"1097","2017/1/12",136.611111111111,30
"1098","2017/1/13",79.7777777777778,49
"1099","2017/1/14",73.6666666666667,29
"1100","2017/1/15",104.888888888889,50
"1101","2017/1/16",136.555555555556,68
"1102","2017/1/17",182.388888888889,85
"1103","2017/1/18",200.111111111111,89
"1104","2017/1/19",62.4444444444444,61
"1105","2017/1/2",218.166666666667,75
"1106","2017/1/20",85.3888888888889,54
"1107","2017/1/21",73.4444444444444,73
"1108","2017/1/22",87.5,53
"1109","2017/1/23",108.5,40
"1110","2017/1/24",127.388888888889,53
"1111","2017/1/25",144.722222222222,65
"1112","2017/1/26",100.5,94
"1113","2017/1/27",103.611111111111,36
"1114","2017/1/28",81.7222222222222,31
"1115","2017/1/29",50.3333333333333,50
"1116","2017/1/3",234.444444444444,57
"1117","2017/1/30",64.3333333333333,31
"1118","2017/1/31",76.9444444444444,40
"1119","2017/1/4",186.777777777778,40
"1120","2017/1/5",149.222222222222,21
"1121","2017/1/6",113.5,57
"1122","2017/1/7",94.7777777777778,34
"1123","2017/1/8",119.055555555556,62
"1124","2017/1/9",122.222222222222,35
"1125","2017/10/1",52.2777777777778,20
"1126","2017/10/10",39.7777777777778,13
"1127","2017/10/11",54,24
"1128","2017/10/12",82.0555555555556,31
"1129","2017/10/13",101.055555555556,24
"1130","2017/10/14",86.6111111111111,24
"1131","2017/10/15",95.7777777777778,34
"1132","2017/10/16",85.8888888888889,43
"1133","2017/10/17",69.2777777777778,29
"1134","2017/10/18",93,19
"1135","2017/10/19",108.888888888889,36
"1136","2017/10/2",44.6666666666667,42
"1137","2017/10/20",109.833333333333,44
"1138","2017/10/21",86.3333333333333,28
"1139","2017/10/22",61.3333333333333,26
"1140","2017/10/23",70.3888888888889,37
"1141","2017/10/24",95.7777777777778,46
"1142","2017/10/25",102.666666666667,57
"1143","2017/10/26",122.333333333333,66
"1144","2017/10/27",129,53
"1145","2017/10/28",73,70
"1146","2017/10/29",77.6666666666667,41
"1147","2017/10/3",54.2777777777778,26
"1148","2017/10/30",92.1111111111111,38
"1149","2017/10/31",114.166666666667,46
"1150","2017/10/4",61.4444444444444,16
"1151","2017/10/5",65.5555555555556,13
"1152","2017/10/6",77,10
"1153","2017/10/7",80.0555555555556,20
"1154","2017/10/8",57.9444444444444,29
"1155","2017/10/9",29.1666666666667,33
"1156","2017/11/1",132.5,55
"1157","2017/11/10",62.5,69
"1158","2017/11/11",85.5555555555556,34
"1159","2017/11/12",102.111111111111,47
"1160","2017/11/13",74.5555555555556,52
"1161","2017/11/14",81.6666666666667,27
"1162","2017/11/15",87.6111111111111,26
"1163","2017/11/16",104,47
"1164","2017/11/17",49.0555555555556,43
"1165","2017/11/18",88.5,27
"1166","2017/11/19",101.222222222222,42
"1167","2017/11/2",78.6666666666667,45
"1168","2017/11/20",113.888888888889,56
"1169","2017/11/21",95.3888888888889,59
"1170","2017/11/22",76.9444444444444,22
"1171","2017/11/23",74.4444444444444,22
"1172","2017/11/24",119.333333333333,27
"1173","2017/11/25",104.888888888889,40
"1174","2017/11/26",85.8333333333333,51
"1175","2017/11/27",111.611111111111,72
"1176","2017/11/28",83.0555555555556,65
"1177","2017/11/29",75,26
"1178","2017/11/3",61.1666666666667,58
"1179","2017/11/30",99.5,26
"1180","2017/11/4",76.3888888888889,46
"1181","2017/11/5",86.3888888888889,39
"1182","2017/11/6",128.555555555556,49
"1183","2017/11/7",127.333333333333,67
"1184","2017/11/8",83.5,57
"1185","2017/11/9",87.7222222222222,53
"1186","2017/12/1",119.055555555556,45
"1187","2017/12/10",78.8333333333333,48
"1188","2017/12/11",57.2777777777778,39
"1189","2017/12/12",74.6111111111111,41
"1190","2017/12/13",86.8333333333333,58
"1191","2017/12/14",112.944444444444,77
"1192","2017/12/15",80.3333333333333,46
"1193","2017/12/16",78.2222222222222,43
"1194","2017/12/17",95.8888888888889,58
"1195","2017/12/18",80,50
"1196","2017/12/19",100.055555555556,45
"1197","2017/12/2",149.5,55
"1198","2017/12/20",99.2777777777778,54
"1199","2017/12/21",113.944444444444,61
"1200","2017/12/22",135.166666666667,96
"1201","2017/12/23",111.944444444444,68
"1202","2017/12/24",85.6666666666667,33
"1203","2017/12/25",104.222222222222,31
"1204","2017/12/26",104.055555555556,31
"1205","2017/12/27",117.611111111111,46
"1206","2017/12/28",187.833333333333,84
"1207","2017/12/29",201.277777777778,104
"1208","2017/12/3",67.8333333333333,46
"1209","2017/12/30",154.833333333333,62
"1210","2017/12/31",160.111111111111,52
"1211","2017/12/4",79.8333333333333,26
"1212","2017/12/5",120.833333333333,35
"1213","2017/12/6",114.777777777778,47
"1214","2017/12/7",73.0555555555556,36
"1215","2017/12/8",101.5,46
"1216","2017/12/9",100.777777777778,42
"1217","2017/2/1",91.9444444444444,35
"1218","2017/2/10",122.888888888889,33
"1219","2017/2/11",152.444444444444,34
"1220","2017/2/12",145.222222222222,48
"1221","2017/2/13",166.444444444444,58
"1222","2017/2/14",140.5,63
"1223","2017/2/15",147.166666666667,71
"1224","2017/2/16",65.9444444444444,49
"1225","2017/2/17",97,35
"1226","2017/2/18",132.277777777778,50
"1227","2017/2/19",100.555555555556,48
"1228","2017/2/2",112.888888888889,69
"1229","2017/2/20",61.7777777777778,49
"1230","2017/2/21",78.9444444444444,44
"1231","2017/2/22",85.1111111111111,40
"1232","2017/2/23",94.3333333333333,31
"1233","2017/2/24",112.888888888889,51
"1234","2017/2/25",90.8888888888889,51
"1235","2017/2/26",104,43
"1236","2017/2/27",110.277777777778,47
"1237","2017/2/28",118.444444444444,63
"1238","2017/2/3",121.222222222222,86
"1239","2017/2/4",141,67
"1240","2017/2/5",87.0555555555556,49
"1241","2017/2/6",66.1111111111111,45
"1242","2017/2/7",76.6111111111111,59
"1243","2017/2/8",70.9444444444444,55
"1244","2017/2/9",69.2777777777778,36
"1245","2017/3/1",79,37
"1246","2017/3/10",130.055555555556,61
"1247","2017/3/11",121.611111111111,84
"1248","2017/3/12",74.5555555555556,66
"1249","2017/3/13",86.8333333333333,56
"1250","2017/3/14",93.2777777777778,45
"1251","2017/3/15",89.4444444444444,65
"1252","2017/3/16",99.7777777777778,73
"1253","2017/3/17",108.944444444444,73
"1254","2017/3/18",110.222222222222,72
"1255","2017/3/19",94.1666666666667,86
"1256","2017/3/2",97.7222222222222,46
"1257","2017/3/20",85.6111111111111,89
"1258","2017/3/21",84.7777777777778,57
"1259","2017/3/22",79.3888888888889,71
"1260","2017/3/23",82.4444444444444,61
"1261","2017/3/24",78.8333333333333,68
"1262","2017/3/25",78.8333333333333,65
"1263","2017/3/26",79.3333333333333,72
"1264","2017/3/27",72.8333333333333,80
"1265","2017/3/28",83.7222222222222,61
"1266","2017/3/29",102.333333333333,67
"1267","2017/3/3",149.166666666667,58
"1268","2017/3/30",81.2777777777778,55
"1269","2017/3/31",95.7222222222222,23
"1270","2017/3/4",132.666666666667,68
"1271","2017/3/5",88.6111111111111,40
"1272","2017/3/6",64.1111111111111,37
"1273","2017/3/7",76.0555555555556,48
"1274","2017/3/8",91.6666666666667,53
"1275","2017/3/9",109,50
"1276","2017/4/1",104.888888888889,45
"1277","2017/4/10",84.1111111111111,54
"1278","2017/4/11",117.555555555556,67
"1279","2017/4/12",98.1111111111111,70
"1280","2017/4/13",80.7777777777778,61
"1281","2017/4/14",108.666666666667,69
"1282","2017/4/15",116,64
"1283","2017/4/16",115.833333333333,52
"1284","2017/4/17",111.5,42
"1285","2017/4/18",96.6666666666667,76
"1286","2017/4/19",78.2777777777778,82
"1287","2017/4/2",111.944444444444,75
"1288","2017/4/20",84.6111111111111,67
"1289","2017/4/21",92.0555555555556,65
"1290","2017/4/22",85.2777777777778,56
"1291","2017/4/23",94.2777777777778,46
"1292","2017/4/24",97.2222222222222,61
"1293","2017/4/25",75.1111111111111,51
"1294","2017/4/26",79.1666666666667,48
"1295","2017/4/27",87.5555555555556,66
"1296","2017/4/28",107.555555555556,64
"1297","2017/4/29",124.388888888889,84
"1298","2017/4/3",94.0555555555556,73
"1299","2017/4/30",128.888888888889,84
"1300","2017/4/4",73.3888888888889,57
"1301","2017/4/5",100,25
"1302","2017/4/6",121.166666666667,44
"1303","2017/4/7",125,64
"1304","2017/4/8",72.7222222222222,44
"1305","2017/4/9",78.7222222222222,29
"1306","2017/5/1",104.722222222222,92
"1307","2017/5/10",124.833333333333,68
"1308","2017/5/11",208.666666666667,72
"1309","2017/5/12",131.222222222222,56
"1310","2017/5/13",101.277777777778,62
"1311","2017/5/14",101,49
"1312","2017/5/15",82.0555555555556,40
"1313","2017/5/16",95.9444444444444,41
"1314","2017/5/17",89.3888888888889,50
"1315","2017/5/18",93.5,53
"1316","2017/5/19",86.5,42
"1317","2017/5/2",71.0555555555556,70
"1318","2017/5/20",85.2777777777778,32
"1319","2017/5/21",96.7777777777778,47
"1320","2017/5/22",51.2777777777778,39
"1321","2017/5/23",70.5555555555556,30
"1322","2017/5/24",93.9444444444444,42
"1323","2017/5/25",79.6111111111111,26
"1324","2017/5/26",91.5,37
"1325","2017/5/27",95.2777777777778,45
"1326","2017/5/28",93.4444444444444,68
"1327","2017/5/29",111.888888888889,55
"1328","2017/5/3",181.944444444444,66
"1329","2017/5/30",92.4444444444444,41
"1330","2017/5/31",112.388888888889,40
"1331","2017/5/4",415,53
"1332","2017/5/5",279.166666666667,146
"1333","2017/5/6",229.777777777778,86
"1334","2017/5/7",144.166666666667,129
"1335","2017/5/8",75.5,108
"1336","2017/5/9",94.1666666666667,45
"1337","2017/6/1",100.833333333333,32
"1338","2017/6/10",82.9444444444444,31
"1339","2017/6/11",80.4444444444444,34
"1340","2017/6/12",78.2777777777778,41
"1341","2017/6/13",89.9444444444444,50
"1342","2017/6/14",111.222222222222,57
"1343","2017/6/15",107.277777777778,70
"1344","2017/6/16",95.2222222222222,56
"1345","2017/6/17",79.0555555555556,47
"1346","2017/6/18",70.1111111111111,58
"1347","2017/6/19",77.3888888888889,56
"1348","2017/6/2",68.6111111111111,32
"1349","2017/6/20",78,63
"1350","2017/6/21",72.5555555555556,45
"1351","2017/6/22",64.0555555555556,53
"1352","2017/6/23",53.9444444444444,47
"1353","2017/6/24",57.9444444444444,39
"1354","2017/6/25",74.9444444444444,30
"1355","2017/6/26",80.7777777777778,33
"1356","2017/6/27",94.2777777777778,53
"1357","2017/6/28",87.1666666666667,52
"1358","2017/6/29",87.2777777777778,60
"1359","2017/6/3",72.0555555555556,31
"1360","2017/6/30",75.8333333333333,50
"1361","2017/6/4",79.7222222222222,27
"1362","2017/6/5",55.9444444444444,26
"1363","2017/6/6",81.8888888888889,16
"1364","2017/6/7",114.833333333333,48
"1365","2017/6/8",90.4444444444444,61
"1366","2017/6/9",118.944444444444,51
"1367","2017/7/1",67.1666666666667,30
"1368","2017/7/10",74.7777777777778,NA
"1369","2017/7/11",74.1111111111111,NA
"1370","2017/7/12",65.6111111111111,NA
"1371","2017/7/13",65.7222222222222,NA
"1372","2017/7/14",44.1111111111111,NA
"1373","2017/7/15",53.4444444444444,NA
"1374","2017/7/16",69.5555555555556,NA
"1375","2017/7/17",70.6666666666667,NA
"1376","2017/7/18",61.3888888888889,NA
"1377","2017/7/19",64.9444444444444,NA
"1378","2017/7/2",74.0555555555556,26
"1379","2017/7/20",61.3333333333333,NA
"1380","2017/7/21",83.6666666666667,NA
"1381","2017/7/22",92.8888888888889,NA
"1382","2017/7/23",87.8888888888889,NA
"1383","2017/7/24",83.5555555555556,NA
"1384","2017/7/25",73.2222222222222,NA
"1385","2017/7/26",64.3888888888889,NA
"1386","2017/7/27",73.6666666666667,NA
"1387","2017/7/28",57.5555555555556,18
"1388","2017/7/29",75.1666666666667,30
"1389","2017/7/3",85.3888888888889,39
"1390","2017/7/30",81.6666666666667,27
"1391","2017/7/31",50,32
"1392","2017/7/4",84.1111111111111,45
"1393","2017/7/5",75,56
"1394","2017/7/6",51.9444444444444,26
"1395","2017/7/7",62.4444444444444,34
"1396","2017/7/8",60,31
"1397","2017/7/9",65.4444444444444,31
"1398","2017/8/1",50.6111111111111,41
"1399","2017/8/10",79.7777777777778,10
"1400","2017/8/11",69.2777777777778,NA
"1401","2017/8/12",47.3888888888889,NA
"1402","2017/8/13",33.7777777777778,NA
"1403","2017/8/14",41.3888888888889,NA
"1404","2017/8/15",59.8333333333333,NA
"1405","2017/8/16",60.6666666666667,NA
"1406","2017/8/17",64.9444444444444,NA
"1407","2017/8/18",54.2222222222222,NA
"1408","2017/8/19",47.4444444444444,NA
"1409","2017/8/2",54.7222222222222,41
"1410","2017/8/20",59.9444444444444,NA
"1411","2017/8/21",60.3333333333333,NA
"1412","2017/8/22",55.1111111111111,NA
"1413","2017/8/23",51.5,NA
"1414","2017/8/24",58.7777777777778,NA
"1415","2017/8/25",72.5555555555556,NA
"1416","2017/8/26",61.2777777777778,26
"1417","2017/8/27",42.8333333333333,31
"1418","2017/8/28",48.8888888888889,19
"1419","2017/8/29",40.4444444444444,18
"1420","2017/8/3",66.9444444444444,NA
"1421","2017/8/30",52.1666666666667,18
"1422","2017/8/31",65.0555555555556,NA
"1423","2017/8/4",84.6111111111111,NA
"1424","2017/8/5",81.1666666666667,43
"1425","2017/8/6",74.5,36
"1426","2017/8/7",68.5555555555556,47
"1427","2017/8/8",69.2777777777778,39
"1428","2017/8/9",74.2222222222222,10
"1429","2017/9/1",69.2777777777778,NA
"1430","2017/9/10",59.1111111111111,NA
"1431","2017/9/11",70.1666666666667,NA
"1432","2017/9/12",72.0555555555556,NA
"1433","2017/9/13",69.5,NA
"1434","2017/9/14",77.5555555555556,NA
"1435","2017/9/15",78.2777777777778,NA
"1436","2017/9/16",88.3333333333333,NA
"1437","2017/9/17",102.944444444444,NA
"1438","2017/9/18",98.6666666666667,NA
"1439","2017/9/19",71.2222222222222,NA
"1440","2017/9/2",64.2777777777778,NA
