"","month","re_china_average","re_seoul_average"
"1"," 1",110.546296296296,50.1666666666667
"2"," 2",113.970085470085,60.3076923076923
"3"," 3",105.544444444444,55.24
"4"," 4",101.14367816092,45.4137931034483
