"","month","re_china_average","re_seoul_average"
"1"," 1",86.8440860215054,52.2258064516129
"2"," 2",87.2519841269841,55.3214285714286
"3"," 3",88.1277777777778,51.1666666666667
"4"," 4",91.7452107279694,52.6551724137931
