"","month","re_china_average","re_seoul_average"
"1"," 1",104.880952380952,56.9285714285714
"2"," 2",98.7400793650794,57.8214285714286
"3"," 3",82.9246031746032,54.2857142857143
"4"," 4",77.2854406130268,43.7241379310345
