"","year","group_c","group_s"
"1","2014",114.539158877521,53.7979269293924
"2","2015",107.801126092936,52.7820380194518
"3","2016",105.86141329137,55.7998255336617
"4","2017",99.668305171531,54.579349078341
"5","2018",88.4922646635592,52.8422685258753
"6","2019",90.9577688834154,53.1899630541872
"7","2020",73.9536991057083,45.1788793103448
