"","month","re_china_average","re_seoul_average"
"1"," 1",103.849537037037,49.625
"2"," 2",100.818007662835,48.5862068965517
"3"," 3",111.706349206349,65.5714285714286
"4"," 4",107.071759259259,59.4166666666667
