date, pm25, pm10, o3, no2, so2, co,country
2019/12/12, 65, 47, 25, 20, 3, 9,beijing
2019/12/13, 82, 26, 17, 23, 2, 4,beijing
2019/12/14, 61, 66, 3, 33, 6, 13,beijing
2019/12/15, 145, 60, 1, 32, 1, 13,beijing
2019/12/16, 160, 19, 23, 6, 1, 3,beijing
2019/12/17, 45, 27, 16, 19, 1, 5,beijing
2019/12/18, 64, 26, 22, 10, 1, 4,beijing
2019/12/19, 52, 35, 13, 26, 1, 5,beijing
2019/12/20, 64, 56, 7, 30, 3, 9,beijing
2019/12/21, 130, 69, 7, 36, 5, 13,beijing
2019/12/22, 157, 47, 18, 20, 3, 10,beijing
2019/12/23, 108, 65, 9, 25, 2, 12,beijing
2019/12/24, 164, 51, 20, 20, 2, 10,beijing
2019/12/25, 128, 42, 21, 14, 1, 3,beijing
2019/12/26, 61, 73, 6, 32, 2, 9,beijing
2019/12/27, 117, 85, 4, 34, 6, 15,beijing
2019/12/28, 152, 82, 20, 31, 4, 15,beijing
2019/12/29, 156, 82, , , , ,beijing
2019/7/1, 34, 60, 75, 16, 1, 6,beijing
2019/7/2, 83, 39, 99, 15, 1, 5,beijing
2019/7/3, 87, 64, 124, 23, 2, 6,beijing
2019/7/4, 116, 54, 68, 18, 1, 6,beijing
2019/7/5, 95, 15, 28, 8, 1, 3,beijing
2019/7/6, 34, 21, 52, 8, , 5,beijing
2019/7/7, 53, 34, 82, 13, , 5,beijing
2019/7/8, 86, 50, 39, 22, , 6,beijing
2019/7/9, 99, 50, 73, 13, 2, 9,beijing
2019/7/10, 153, 37, 78, 10, 1, 4,beijing
2019/7/11, 87, 45, 113, 14, 1, 5,beijing
2019/7/12, 78, 73, 113, 19, 2, 10,beijing
2019/7/13, 154, 33, 96, 8, 1, 5,beijing
2019/7/14, 61, 64, 120, 13, 1, 9,beijing
2019/7/15, 149, 49, 82, 14, 2, 8,beijing
2019/7/16, 102, 42, 29, 17, , 7,beijing
2019/7/17, 137, 64, 102, 13, 1, 10,beijing
2019/7/18, 157, 59, 62, 14, 1, 8,beijing
2019/7/19, 143, 56, 38, 15, 1, 6,beijing
2019/7/20, 139, 65, 117, 13, , 8,beijing
2019/7/21, 153, 90, 51, 25, 1, 11,beijing
2019/7/22, 168, 38, 85, 9, 1, 5,beijing
2019/7/23, 86, 60, 104, 15, 1, 7,beijing
2019/7/24, 89, 53, 106, 17, 1, 5,beijing
2019/7/25, 70, 58, 123, 11, 1, 7,beijing
2019/7/26, 103, 75, 124, 14, 2, 8,beijing
2019/7/27, 163, 53, 94, 7, 1, 8,beijing
2019/7/28, 137, 15, 40, 10, 1, 5,beijing
2019/7/29, 51, 44, 90, 10, 1, 6,beijing
2019/7/30, 91, 42, 115, 14, 1, 5,beijing
2019/7/31, 72, 54, 117, 10, 1, 6,beijing
2019/8/1, 84, 44, 73, 11, 1, 8,beijing
2019/8/2, 94, 44, 97, 14, 1, 7,beijing
2019/8/3, 112, 48, 56, 15, 1, 8,beijing
2019/8/4, 115, 36, 45, 11, 1, 7,beijing
2019/8/5, 107, 53, 72, 14, 1, 7,beijing
2019/8/6, 132, 32, 88, 11, 1, 5,beijing
2019/8/7, 72, 50, 99, 18, 1, 7,beijing
2019/8/8, 110, 49, 66, 10, 1, 6,beijing
2019/8/9, 118, 29, 52, 13, 1, 6,beijing
2019/8/10, 82, 22, 17, 12, 1, 5,beijing
2019/8/11, 56, 22, 33, 8, 1, 4,beijing
2019/8/12, 32, 19, 36, 9, , 4,beijing
2019/8/13, 26, 31, 40, 15, 1, 5,beijing
2019/8/14, 82, 46, 97, 18, 1, 5,beijing
2019/8/15, 63, 22, 36, 7, 1, 3,beijing
2019/8/16, 30, 26, 36, 12, 1, 3,beijing
2019/8/17, 38, 47, 79, 17, 1, 5,beijing
2019/8/18, 59, 68, 106, 18, 1, 7,beijing
2019/8/19, 110, 59, 46, 16, 2, 8,beijing
2019/8/20, 125, 29, 45, 13, 1, 5,beijing
2019/8/21, 94, 34, 36, 19, 1, 5,beijing
2019/8/22, 58, 32, 37, 17, 1, 4,beijing
2019/8/23, 45, 46, 79, 17, 1, 5,beijing
2019/8/24, 61, 48, 74, 16, 1, 6,beijing
2019/8/25, 81, 74, 58, 18, 1, 8,beijing
2019/8/26, 165, 42, 42, 18, 1, 5,beijing
2019/8/27, 81, 24, 29, 8, 1, 2,beijing
2019/8/28, 19, 15, 32, 6, 1, 2,beijing
2019/8/29, 17, 22, 42, 11, 1, 2,beijing
2019/8/30, 30, 37, 78, 13, 1, 3,beijing
2019/8/31, 51, 48, 85, 16, 1, 4,beijing
2019/9/1, 68, 54, 105, 16, 1, 4,beijing
2019/9/2, 80, 69, 127, 22, 2, 7,beijing
2019/9/3, 136, 64, 111, 24, 2, 8,beijing
2019/9/4, 137, 62, 113, 18, 1, 6,beijing
2019/9/5, 119, 69, 131, 22, 1, 7,beijing
2019/9/6, 135, 66, 119, 24, 1, 6,beijing
2019/9/7, 125, 61, 111, 20, 1, 6,beijing
2019/9/8, 106, 88, 119, 17, 5, 15,beijing
2019/9/9, 160, 16, 30, 10, , 4,beijing
2019/9/10, 40, 32, 21, 18, 5, 8,beijing
2019/9/11, 67, 33, 33, 12, 1, 5,beijing
2019/9/12, 70, 37, 33, 11, 1, 4,beijing
2019/9/13, 80, 30, 49, 15, 1, 4,beijing
2019/9/14, 53, 55, 70, 20, 1, 5,beijing
2019/9/15, 101, 47, 55, 16, 2, 5,beijing
2019/9/16, 69, 56, 75, 14, 2, 6,beijing
2019/9/17, 129, 26, 39, 10, 1, 2,beijing
2019/9/18, 30, 60, 46, 22, 2, 6,beijing
2019/9/19, 85, 64, 65, 21, 1, 7,beijing
2019/9/20, 111, 74, 104, 24, 4, 12,beijing
2019/9/21, 143, 64, 101, 16, 3, 12,beijing
2019/9/22, 159, 48, 49, 19, 2, 7,beijing
2019/9/23, 94, 31, 54, 16, 1, 4,beijing
2019/9/24, 51, 48, 81, 21, 1, 7,beijing
2019/9/25, 79, 57, 96, 23, 1, 7,beijing
2019/9/26, 112, 51, 80, 15, 2, 9,beijing
2019/9/27, 131, 63, 99, 17, 2, 8,beijing
2019/9/28, 150, 67, 102, 20, 1, 9,beijing
2019/9/29, 182, 79, 71, 21, 2, 10,beijing
2019/9/30, 160, 65, , 11, 2, 8,beijing
2019/4/1, 52, 53, 37, 19, 4, 7,beijing
2019/4/2, 94, 69, 59, 25, 5, 6,beijing
2019/4/3, 142, 95, 60, 27, 5, 6,beijing
2019/4/4, 149, 248, 36, 13, 1, 3,beijing
2019/4/5, 108, 135, 37, 19, 3, 6,beijing
2019/4/6, 123, 75, 36, 20, 4, 6,beijing
2019/4/7, 132, 61, 33, 18, 6, 9,beijing
2019/4/8, 104, 31, 28, 10, 1, 5,beijing
2019/4/9, 82, 28, 38, 15, 1, 4,beijing
2019/4/10, 88, 58, 47, 16, 1, 4,beijing
2019/4/11, 138, 67, 49, 20, 2, 5,beijing
2019/4/12, 151, 72, 37, 19, 2, 5,beijing
2019/4/13, 163, 54, 41, 10, 1, 2,beijing
2019/4/14, 70, 74, 49, 20, 3, 4,beijing
2019/4/15, 133, 81, 78, 18, 4, 6,beijing
2019/4/16, 160, 91, 94, 28, 5, 10,beijing
2019/4/17, 183, 141, 42, 10, 1, 5,beijing
2019/4/18, 121, 62, 33, 12, 2, 4,beijing
2019/4/19, 83, 54, 17, 23, 1, 5,beijing
2019/4/20, 122, 109, 44, 22, 3, 9,beijing
2019/4/21, 156, 84, 95, 23, 2, 9,beijing
2019/4/22, 176, 60, 40, 12, 1, 7,beijing
2019/4/23, 168, 27, 24, 14, 1, 7,beijing
2019/4/24, 104, 25, 41, 7, 1, 2,beijing
2019/4/25, 71, 45, 47, 8, 1, 3,beijing
2019/4/26, 109, 44, 35, 12, 1, 4,beijing
2019/4/27, 110, 50, 40, 10, 1, 5,beijing
2019/4/28, 135, 61, 67, 16, 1, 8,beijing
2019/4/29, 180, 80, 40, 13, 1, 4,beijing
2019/4/30, 167, 38, 48, 12, 1, 2,beijing
2019/5/1, 145, 57, 66, 19, 1, 3,beijing
2019/5/2, 214, 73, 89, 20, 4, 6,beijing
2019/5/3, 161, 67, 101, 13, 4, 5,beijing
2019/5/4, 145, 47, 40, 7, 1, 2,beijing
2019/5/5, 78, 36, 47, 13, 1, 3,beijing
2019/5/6, 79, 50, 53, 16, 1, 3,beijing
2019/5/7, 98, 66, 47, 20, 3, 5,beijing
2019/5/8, 132, 61, 64, 22, 1, 5,beijing
2019/5/9, 115, 76, 96, 22, 3, 9,beijing
2019/5/10, 140, 74, 105, 20, 4, 9,beijing
2019/5/11, 162, 181, 44, 14, 3, 11,beijing
2019/5/12, 181, 58, 45, 8, 1, 3,beijing
2019/5/13, 86, 86, 86, 22, 3, 6,beijing
2019/5/14, 141, 137, 107, 24, 6, 10,beijing
2019/5/15, 175, 95, 87, 21, 2, 6,beijing
2019/5/16, 155, 85, 88, 18, 1, 8,beijing
2019/5/17, 162, 42, 40, 13, 1, 6,beijing
2019/5/18, 106, 66, 32, 8, 1, 3,beijing
2019/5/19, 88, 39, 38, 7, , 3,beijing
2019/5/20, 65, 31, 51, 19, 1, 4,beijing
2019/5/21, 80, 54, 75, 31, 1, 7,beijing
2019/5/22, 106, 59, 135, 23, 2, 5,beijing
2019/5/23, 107, 87, 94, 32, 3, 5,beijing
2019/5/24, 135, 82, 123, 23, 3, 5,beijing
2019/5/25, 149, 59, 41, 13, 3, 8,beijing
2019/5/26, 104, 16, 39, 6, 1, 2,beijing
2019/5/27, 41, 33, 63, 16, 1, 3,beijing
2019/5/28, 61, 47, 114, 19, 2, 4,beijing
2019/5/29, 92, 49, 57, 12, 2, 4,beijing
2019/5/30, 90, 35, 48, 13, 1, 2,beijing
2019/5/31, 68, 65, 83, 20, 2, 5,beijing
2019/6/1, 112, 65, 104, 21, 2, 7,beijing
2019/6/2, 133, 51, 100, 15, 1, 6,beijing
2019/6/3, 104, 61, 74, 13, 5, 12,beijing
2019/6/4, 150, 54, 57, 18, 2, 10,beijing
2019/6/5, 161, 57, 49, 23, 1, 10,beijing
2019/6/6, 137, 61, 87, 9, 1, 8,beijing
2019/6/7, 151, 51, 68, 12, 1, 6,beijing
2019/6/8, 102, 18, 41, 8, , 4,beijing
2019/6/9, 31, 54, 76, 15, 1, 6,beijing
2019/6/10, 96, 56, 122, 15, 3, 9,beijing
2019/6/11, 132, 59, 119, 15, 4, 11,beijing
2019/6/12, 118, 42, 103, 12, 1, 7,beijing
2019/6/13, 84, 65, 72, 20, 2, 8,beijing
2019/6/14, 102, 50, 90, 14, 4, 7,beijing
2019/6/15, 76, 36, 27, 11, 1, 6,beijing
2019/6/16, 86, 53, 84, 18, 1, 8,beijing
2019/6/17, 137, 70, 144, 16, 2, 8,beijing
2019/6/18, 158, 69, 103, 9, 4, 11,beijing
2019/6/19, 161, 69, 130, 15, 2, 7,beijing
2019/6/20, 145, 69, 76, 12, 4, 10,beijing
2019/6/21, 130, 53, 93, 17, 1, 4,beijing
2019/6/22, 75, 73, 131, 17, 8, 8,beijing
2019/6/23, 121, 64, 114, 17, 3, 7,beijing
2019/6/24, 114, 76, 128, 13, 8, 8,beijing
2019/6/25, 134, 70, 133, 11, 4, 8,beijing
2019/6/26, 125, 68, 129, 12, 3, 8,beijing
2019/6/27, 141, 41, 94, 6, 1, 6,beijing
2019/6/28, 75, 33, 56, 7, 1, 6,beijing
2019/6/29, 53, 21, 36, 6, 1, 5,beijing
2019/6/30, 17, 33, 48, 14, 1, 4,beijing
2019/1/1, 116, 54, 11, 27, 7, 11,beijing
2019/1/2, 118, 100, 5, 43, 14, 22,beijing
2019/1/3, 204, 42, 27, 12, 3, 7,beijing
2019/1/4, 63, 28, 23, 15, 7, 6,beijing
2019/1/5, 52, 73, 6, 35, 6, 12,beijing
2019/1/6, 147, 51, 25, 21, 9, 9,beijing
2019/1/7, 95, 27, 28, 11, 2, 4,beijing
2019/1/8, 50, 61, 14, 27, 10, 7,beijing
2019/1/9, 121, 83, 7, 37, 8, 13,beijing
2019/1/10, 166, 91, 10, 39, 8, 14,beijing
2019/1/11, 186, 192, 7, 54, 10, 25,beijing
2019/1/12, 282, 210, 28, 33, 4, 16,beijing
2019/1/13, 201, 123, 19, 44, 5, 19,beijing
2019/1/14, 207, 62, 24, 7, 2, 3,beijing
2019/1/15, 42, 61, 14, 27, 6, 7,beijing
2019/1/16, 118, 61, 13, 30, 6, 9,beijing
2019/1/17, 122, 77, 7, 40, 9, 13,beijing
2019/1/18, 163, 29, 26, 10, 2, 3,beijing
2019/1/19, 52, 24, 29, 8, 1, 3,beijing
2019/1/20, 43, 48, 26, 23, 2, 6,beijing
2019/1/21, 85, 57, 22, 26, 4, 9,beijing
2019/1/22, 93, 45, 24, 24, 2, 7,beijing
2019/1/23, 77, 63, 15, 27, 9, 13,beijing
2019/1/24, 186, 36, 25, 11, 2, 5,beijing
2019/1/25, 53, 34, 9, 16, 2, 5,beijing
2019/1/26, 70, 86, 27, 24, 7, 10,beijing
2019/1/27, 129, 49, 23, 15, 3, 6,beijing
2019/1/28, 85, 102, 9, 37, 11, 15,beijing
2019/1/29, 183, 68, 24, 13, 4, 7,beijing
2019/1/30, 79, 25, 28, 8, 3, 5,beijing
2019/1/31, 48, 73, 26, 26, 5, 9,beijing
2019/2/1, 127, 101, 10, 30, 4, 14,beijing
2019/2/2, 186, 112, 39, 7, 1, 4,beijing
2019/2/3, 97, 80, 29, 14, 3, 8,beijing
2019/2/4, 119, 157, 22, 12, 5, 8,beijing
2019/2/5, 179, 80, 26, 10, 8, 12,beijing
2019/2/6, 141, 32, 36, 5, 1, 4,beijing
2019/2/7, 40, 42, 29, 10, 3, 4,beijing
2019/2/8, 80, 23, 27, 7, 2, 3,beijing
2019/2/9, 38, 33, 20, 11, 3, 4,beijing
2019/2/10, 83, 49, 28, 16, 6, 5,beijing
2019/2/11, 112, 48, 22, 13, 5, 7,beijing
2019/2/12, 86, 32, 29, 13, 2, 5,beijing
2019/2/13, 75, 51, 21, 15, 4, 8,beijing
2019/2/14, 133, 22, 28, 5, 2, 2,beijing
2019/2/15, 42, 20, 29, 5, 2, 3,beijing
2019/2/16, 38, 22, 27, 10, 1, 3,beijing
2019/2/17, 49, 43, 17, 26, 3, 7,beijing
2019/2/18, 96, 84, 29, 23, 2, 11,beijing
2019/2/19, 175, 29, 32, 14, 1, 6,beijing
2019/2/20, 94, 51, 39, 25, 2, 10,beijing
2019/2/21, 176, 76, 27, 30, 3, 14,beijing
2019/2/22, 195, 103, 46, 37, 5, 18,beijing
2019/2/23, 229, 29, 35, 28, 3, 10,beijing
2019/2/24, 153, 57, 30, 24, 5, 9,beijing
2019/2/25, 151, 68, 27, 28, 5, 10,beijing
2019/2/26, 139, 75, 37, 29, 5, 11,beijing
2019/2/27, 172, 80, 41, 27, 4, 9,beijing
2019/2/28, 165, 87, 40, 30, 5, 11,beijing
2019/3/1, 197, 111, 59, 33, 6, 13,beijing
2019/3/2, 250, 102, 42, 31, 6, 13,beijing
2019/3/3, 215, 81, 37, 29, 4, 10,beijing
2019/3/4, 172, 71, 38, 23, 2, 9,beijing
2019/3/5, 147, 17, 36, 6, 1, 2,beijing
2019/3/6, 36, 30, 35, 17, 2, 5,beijing
2019/3/7, 66, 75, 39, 27, 5, 7,beijing
2019/3/8, 150, 85, 28, 32, 5, 8,beijing
2019/3/9, 166, 81, 29, 29, 3, 9,beijing
2019/3/10, 183, 38, 38, 14, 1, 5,beijing
2019/3/11, 64, 26, 34, 5, 1, 3,beijing
2019/3/12, 28, 25, 33, 11, 1, 3,beijing
2019/3/13, 36, 31, 33, 12, 1, 3,beijing
2019/3/14, 34, 48, 33, 6, 1, 2,beijing
2019/3/15, 43, 54, 31, 19, 3, 5,beijing
2019/3/16, 81, 70, 47, 25, 4, 7,beijing
2019/3/17, 130, 98, 53, 36, 6, 9,beijing
2019/3/18, 175, 112, 59, 43, 6, 11,beijing
2019/3/19, 193, 76, 32, 20, 3, 8,beijing
2019/3/20, 153, 31, 35, 4, 1, 3,beijing
2019/3/21, 49, 29, 34, 10, 1, 2,beijing
2019/3/22, 33, 30, 33, 5, 1, 2,beijing
2019/3/23, 46, 67, 33, 20, 3, 4,beijing
2019/3/24, 109, 51, 39, 21, 2, 5,beijing
2019/3/25, 99, 86, 37, 24, 4, 7,beijing
2019/3/26, 118, 90, 33, 27, 4, 10,beijing
2019/3/27, 144, 56, 25, 13, 3, 5,beijing
2019/3/28, 108, 71, 30, 14, 2, 3,beijing
2019/3/29, 70, 26, 32, 4, 1, 3,beijing
2019/3/30, 25, 28, 34, 12, , 3,beijing
2019/3/31, 41, 34, 35, 15, 1, 3,beijing
