"","month","beijing_pm10","seoul_pm10"
"1",1,50.3870967741936,52.2258064516129
"2",2,59.9642857142857,55.3214285714286
"3",3,83.1428571428571,51.6428571428571
"4",4,82.25,53.6428571428571
"5",5,70,44.4285714285714
"6",6,57.1333333333333,40.5
"7",7,49.1666666666667,27.4333333333333
"8",8,45.4838709677419,24.4838709677419
"9",9,40.3666666666667,22.5333333333333
"10",10,51.4193548387097,31.5806451612903
"11",11,71.6071428571429,49.0714285714286
"12",12,56.0333333333333,44.7
