"","month","beijing_pm10","seoul_pm10"
"1",1,74.8148148148148,50.4814814814815
"2",2,67.9583333333333,60.9583333333333
"3",3,76.5416666666667,55.75
"4",4,73.0714285714286,45.9642857142857
"5",5,70.258064516129,47.8387096774194
"6",6,59.6,37.1666666666667
"7",7,58.7096774193548,32.0322580645161
"8",8,48.6774193548387,35.3548387096774
"9",9,49.9666666666667,30.4333333333333
"10",10,53.3333333333333,45.6296296296296
"11",11,75.6,33.56
"12",12,72.5263157894737,44.6842105263158
