"","month","beijing_pm10","seoul_pm10"
"1",1,74.8148148148148,50.4814814814815
"2",2,67.9583333333333,60.9583333333333
"3",3,76.5416666666667,55.75
"4",4,73.0714285714286,45.9642857142857
