"","month","beijing_pm10","seoul_pm10"
"1",1,69.9230769230769,50.5384615384615
"2",2,60.1111111111111,49
"3",3,66.9032258064516,60.8709677419355
"4",4,80.1333333333333,59.5
"5",5,74.7307692307692,51.0769230769231
"6",6,58.6,44.9666666666667
"7",7,59.1538461538462,32.6923076923077
"8",8,47.9230769230769,29.1538461538462
"9",9,76.6666666666667,47.2222222222222
"10",10,52.8064516129032,33.4838709677419
"11",11,55.5333333333333,44.9666666666667
"12",12,52.3,50.0333333333333
