"","month","beijing_pm10","seoul_pm10"
"1",1,52.1935483870968,44.4193548387097
"2",2,29.9310344827586,41.9655172413793
"3",3,45.9354838709677,47.5806451612903
"4",4,57.7241379310345,46.2758620689655
