"","month","beijing_pm10","seoul_pm10"
"1",1,78.5714285714286,53.2857142857143
"2",2,62.1111111111111,40.8333333333333
"3",3,82.0357142857143,58.9285714285714
"4",4,91.2142857142857,54.6071428571429
