"","month","beijing_pm10","seoul_pm10"
"1",1,78.5714285714286,53.2857142857143
"2",2,62.1111111111111,40.8333333333333
"3",3,82.0357142857143,58.9285714285714
"4",4,91.2142857142857,54.6071428571429
"5",5,87.25,54.1071428571429
"6",6,68.9,41.7666666666667
"7",7,77.741935483871,41
"8",8,70.1290322580645,31.6774193548387
"9",9,70.3,32.5333333333333
"10",10,83.9166666666667,35.8333333333333
"11",11,68.625,49.0833333333333
"12",12,60.7083333333333,40.625
