"","month","beijing_pm10","seoul_pm10"
"1",1,57.3333333333333,56.037037037037
"2",2,56.6296296296296,57.2592592592593
"3",3,59.3214285714286,54.2857142857143
"4",4,66.3448275862069,43.7241379310345
"5",5,61.0666666666667,53.9
"6",6,54.7333333333333,30.1333333333333
"7",7,50.1935483870968,26.0967741935484
"8",8,38.6451612903226,24.1290322580645
"9",9,54.5333333333333,22.0666666666667
"10",10,57.6129032258064,33
"11",11,63.3333333333333,37.2666666666667
"12",12,54.5,43.9666666666667
