"","month","beijing_pm10","seoul_pm10"
"1",1,57.3333333333333,56.037037037037
"2",2,56.6296296296296,57.2592592592593
"3",3,59.3214285714286,54.2857142857143
"4",4,66.3448275862069,43.7241379310345
