"","month","shandong_average","seoul_average"
"1",1,106.866666666667,47.32
"2",2,111.52619047619,50.3214285714286
"3",3,97.4924731182796,60.8709677419355
"4",4,101.275555555556,59.5
"5",5,100.76,49.44
"6",6,86.1177777777778,44.9666666666667
"7",7,69.5179487179487,32.6923076923077
"8",8,62.4974358974359,29.1538461538462
"9",9,71.3407407407407,47.2222222222222
"10",10,83.4516129032258,33.4838709677419
"11",11,95.7466666666667,44.9666666666667
"12",12,107.850574712644,48.8620689655172
