"","month","shandong_average","seoul_average"
"1",1,113.923076923077,58
"2",2,107.297222222222,45.0833333333333
"3",3,128.347619047619,57.1428571428571
"4",4,124.050574712644,54.9655172413793
"5",5,113.024691358025,53.5555555555556
"6",6,102.684444444444,41.7666666666667
"7",7,97.8086021505376,41
"8",8,95.3204301075269,31.6774193548387
"9",9,92.0755555555556,32.5333333333333
"10",10,112.102222222222,38.2333333333333
"11",11,132.311904761905,47.2142857142857
"12",12,132.509333333333,41.52
