"","month","shandong_average","seoul_average"
"1",1,110.32619047619,56.9285714285714
"2",2,103.909523809524,57.8214285714286
"3",3,85.5666666666667,54.2857142857143
"4",4,82.2711111111111,44.6666666666667
"5",5,78.7849462365591,54.1290322580645
"6",6,62.62,30.1333333333333
"7",7,56.7333333333333,26.0967741935484
"8",8,46.1548387096774,24.1290322580645
"9",9,64.38,22.0666666666667
"10",10,82.94,32.9666666666667
"11",11,86.76,37.2666666666667
"12",12,90.9355555555556,43.9666666666667
