"","month","shandong_average","seoul_average"
"1",1,90.8430107526882,52.2258064516129
"2",2,91.0619047619048,55.3214285714286
"3",3,89.1577777777778,51.1666666666667
"4",4,93.6505747126437,52.6551724137931
